id,name,role,level,domain,profession,skills,goal,language,format
mentee_f37157af,Елена Николаев,mentee,junior,QA,Test Analyst,,Перейти в ML/Data Science,ru,online
mentee_8977328d,Полина Семёнов,mentee,junior,Backend,Java Developer,node.js; mongodb; microservices; rest api,Подготовиться к интервью в FAANG,,
mentee_40099903,Егор Петров,mentee,middle,QA,QA Lead,api testing; pytest; sql; selenium; jmeter,Разобраться с системным дизайном,ru,online
mentee_5adebadd,Вера Степанов,mentee,senior,Data Science,MLOps Engineer,sql; kafka; statistics; pytorch; scikit-learn; docker; pandas,Запустить собственный продукт,ru,hybrid
mentee_a116c5b9,Дарья Захаров,mentee,junior,Product Analytics,Growth Analyst,google analytics; mixpanel; a/b testing; excel; tableau,Пройти сертификацию,ru+en,hybrid
mentee_d7ada54a,Роман Андреев,mentee,middle,Mobile,Kotlin Developer,ui/ux; flutter; rest api; firebase; java,Подготовиться к интервью в FAANG,en,hybrid
mentee_13e8a722,Денис Николаев,mentee,senior,Cybersecurity,Security Architect,,Научиться менеджменту в IT,ru,online
mentee_d0151125,Денис Борисов,mentee,junior,Mobile,Mobile Architect,android studio; rest api; ui/ux; redis,Вырасти до Lead/Principal,ru,online
mentee_dd9b0217,Юлия Алексеев,mentee,middle,Game Development,Technical Artist,physics simulation; c++; lua; game design; unity; git,,en,offline
mentee_2a287383,Максим Николаев,mentee,junior,Product Analytics,Product Analyst,mixpanel; google analytics; excel,Вырасти до Senior,en,hybrid
mentee_e6f011f1,Ольга Николаев,mentee,junior,Blockchain,Smart Contract Developer,smart contracts; solidity,Вырасти до Lead/Principal,ru,online
mentee_f2916c85,Иван Кузнецов,mentee,junior,Backend,Software Engineer,redis; java; mongodb; microservices,Освоить облачные технологии,ru,online
mentee_e5a3a4c0,Ольга Кузнецов,mentee,junior,Blockchain,Crypto Analyst,solidity; typescript; ethereum,Улучшить soft skills,en,online
mentee_938c3205,Иван Захаров,mentee,junior,QA,Test Analyst,sql; postman; jmeter; test planning; pytest; owasp,Вырасти до Senior,ru,hybrid
mentee_afd9b616,Егор Морозов,mentee,senior,DevOps,Kubernetes Engineer,kubernetes; linux; terraform; prometheus; helm; azure; bash; grafana; docker,Начать карьеру в IT,ru,offline
mentee_c4a8e1dc,Артём Орлов,mentee,junior,Cybersecurity,Security Engineer,penetration testing; nmap; wireshark,Начать карьеру в IT,ru,offline
mentee_147145ef,Тамара Степанов,mentee,middle,QA,Manual Tester,,,,
mentee_57795455,Татьяна Васильев,mentee,junior,Product Analytics,CRM Analyst,,Сменить специальность,en,
mentee_759484fb,Роман Васильев,mentee,middle,Blockchain,Crypto Analyst,,,en,online
mentee_fad4720b,Мария Петров,mentee,senior,QA,Test Analyst,api testing; jmeter; sql; allure; cypress; appium; jira; pytest; test planning,Пройти сертификацию,ru,hybrid
mentee_ced7c3dc,Татьяна Зайцев,mentee,junior,Game Development,Unreal Engine Developer,lua; physics simulation; git; unreal engine; python,Вырасти до Senior,ru,hybrid
mentee_0b9c345c,Антон Иванов,mentee,junior,Data Science,Computer Vision Engineer,airflow; spark; R; pandas,Разобраться с системным дизайном,,
mentee_50afbfb5,Иван Захаров,mentee,middle,Blockchain,Crypto Analyst,typescript; ethers.js; nft; ethereum; hardhat; python; solidity; ui/ux,Вырасти до Senior,en,online
mentee_2d4b3b8f,Екатерина Лебедев,mentee,middle,QA,Test Automation Engineer,git; jira; allure; selenium; jmeter,Подготовиться к интервью в FAANG,ru,hybrid
mentee_3c841833,Вера Степанов,mentee,junior,Mobile,Flutter Developer,rest api; react native; java; objective-c; android studio,Освоить новый стек,ru,hybrid
mentee_60c0cc4b,Елена Андреев,mentee,junior,Frontend,Vue Developer,typescript; tailwind,Сменить специальность,ru+en,hybrid
mentee_84eb177d,Наталья Волков,mentee,junior,DevOps,Kubernetes Engineer,bash; gcp; aws; kubernetes; helm; python,Разобраться с архитектурой,ru+en,online
mentee_b48fd5b9,Татьяна Смирнов,mentee,junior,Data Science,Data Scientist,mlflow; numpy; kafka,Улучшить soft skills,ru,online
mentee_5691f8ec,Антон Павлов,mentee,junior,Frontend,TypeScript Developer,typescript; react; graphql,Разобраться с архитектурой,,online
mentee_dd56e7fa,Александр Егоров,mentee,junior,Cybersecurity,Security Architect,,,ru,online
mentee_5d908e01,Юлия Соловьёв,mentee,junior,Data Science,MLOps Engineer,sql; kafka,Освоить облачные технологии,,offline
mentee_23c7f636,Артём Петров,mentee,junior,DevOps,Kubernetes Engineer,github actions; helm; kubernetes; bash,Перейти в ML/Data Science,ru+en,hybrid
mentee_a7bdaea8,Юлия Макаров,mentee,junior,Backend,Systems Architect,go; redis; mongodb; python,Сменить специальность,ru,hybrid
mentee_1a416843,Антон Михайлов,mentee,junior,DevOps,Cloud Engineer,,,,
mentee_f0d29f2c,Елена Соколов,mentee,junior,DevOps,Kubernetes Engineer,,,ru+en,online
mentee_f846d987,Наталья Борисов,mentee,junior,Backend,Python Developer,mongodb; kubernetes; power bi,Сменить специальность,ru,hybrid
mentee_97a67f29,Денис Никитин,mentee,middle,Blockchain,DeFi Developer,solidity; rust; truffle; typescript; python; ethers.js,Подготовиться к интервью в FAANG,ru,online
mentee_331572c3,Александр Иванов,mentee,junior,QA,SDET,cypress; git; appium; python; java,Улучшить soft skills,ru,online
mentee_56c7468d,Антон Иванов,mentee,junior,QA,Test Analyst,cypress; pytest; git,Разобраться с системным дизайном,en,offline
mentee_377f9fb6,Виктория Попов,mentee,senior,QA,Manual Tester,pytest; appium; postman; git; api testing; test planning; python; react,Улучшить soft skills,en,online
mentee_d59a0f5e,Ксения Орлов,mentee,junior,Game Development,Technical Artist,c++; opengl; blender; unity,Освоить новый стек,,offline
mentee_f36e8aff,Алексей Николаев,mentee,junior,QA,Test Automation Engineer,selenium; pytest; git; test planning,Начать карьеру в IT,ru,online
mentee_7d183da8,Арсений Козлов,mentee,middle,QA,Test Analyst,postman; jira; selenium; jmeter; pytest; sql; allure; cypress,Сменить специальность,,online
mentee_96bd498b,Григорий Иванов,mentee,senior,Mobile,Kotlin Developer,rest api; kotlin; git; firebase; objective-c; ui/ux; flutter; java; xcode; android studio,Сменить специальность,ru,offline
mentee_8093fdbb,Людмила Петров,mentee,senior,Cybersecurity,Malware Analyst,linux; cryptography; metasploit; siem; nmap; wireshark,Запустить собственный продукт,ru+en,online
mentee_dadd8cba,Максим Иванов,mentee,middle,Product Analytics,Web Analyst,tableau; excel; power bi; google analytics; amplitude; statistics,Освоить новый стек,en,online
mentee_c437cc5f,Кирилл Павлов,mentee,junior,Game Development,Technical Artist,unity; unreal engine; opengl; c#; python; ansible,Научиться менеджменту в IT,en,online
mentee_5b5ad8c9,Артём Васильев,mentee,junior,Data Science,Research Scientist,python; kafka; spark,Пройти сертификацию,,online
mentee_f187762d,Людмила Захаров,mentee,junior,DevOps,Kubernetes Engineer,linux; helm; terraform; gcp; kubernetes,Пройти сертификацию,ru,online
mentee_08150069,Владимир Никитин,mentee,junior,DevOps,SRE,helm; terraform; azure; github actions,Перейти в другую компанию,ru+en,online
mentee_bbde9c5a,Надежда Семёнов,mentee,middle,Backend,Systems Architect,grpc; node.js; python; kubernetes; mongodb; rest api; kafka; ui/ux,Запустить собственный продукт,ru+en,hybrid
mentee_9e7b5928,Юлия Борисов,mentee,senior,Cybersecurity,Incident Response Analyst,python; burp suite; penetration testing; siem; wireshark; cryptography; network security; metasploit; cypress,Улучшить soft skills,,online
mentee_923e51cb,Дмитрий Зайцев,mentee,middle,Mobile,Mobile Architect,react native; android studio; ui/ux; git; java; xcode,Улучшить soft skills,,offline
mentee_0036e4ae,Надежда Лебедев,mentee,senior,Data Science,BI Analyst,airflow; pytorch; spark; statistics; scikit-learn; docker; R; mlflow,Начать карьеру в IT,ru,online
mentee_ef2bc990,Владимир Соловьёв,mentee,middle,DevOps,Cloud Engineer,docker; gcp; bash; prometheus; kubernetes,Освоить новый стек,ru,hybrid
mentee_92665462,Александр Егоров,mentee,junior,DevOps,Cloud Engineer,aws; linux; terraform; owasp,Разобраться с системным дизайном,ru,online
mentee_bf6441b4,Ольга Козлов,mentee,junior,Blockchain,Solidity Developer,truffle; solidity; ethers.js; rust; graphql,Начать карьеру в IT,ru,online
mentee_7c265073,Роман Зайцев,mentee,junior,Mobile,Swift Developer,xcode; ui/ux,Подготовиться к интервью в FAANG,ru,online
mentee_823b7ff9,Артём Фёдоров,mentee,junior,Frontend,React Developer,tailwind; figma; html; javascript; vue,Разобраться с системным дизайном,,online
mentee_5dce0682,Екатерина Егоров,mentee,middle,Data Science,Data Analyst,pandas; scikit-learn; sql; tensorflow; kafka; pytorch,Начать карьеру в IT,,online
mentee_ee31fbb6,Татьяна Андреев,mentee,junior,Frontend,Frontend Developer,graphql; react,Разобраться с архитектурой,en,online
mentee_6846ddde,Мария Васильев,mentee,junior,Data Science,BI Analyst,statistics; numpy; airflow,Улучшить soft skills,en,online
mentee_3bf35263,Кирилл Михайлов,mentee,junior,Cybersecurity,AppSec Engineer,python; linux,Начать карьеру в IT,ru+en,online
mentee_7ba9fc3d,Полина Иванов,mentee,junior,QA,Test Automation Engineer,sql; allure; python; api testing; cypress,Сменить специальность,ru,online
mentee_6c1e3cd9,Иван Новиков,mentee,junior,DevOps,Platform Engineer,docker; helm; azure; terraform; ansible,Научиться менеджменту в IT,en,hybrid
mentee_8412acf8,Андрей Васильев,mentee,middle,QA,Manual Tester,,,,
mentee_3145f0fd,Дмитрий Алексеев,mentee,junior,Product Analytics,Marketing Analyst,excel; statistics; unity,Пройти сертификацию,en,hybrid
mentee_119c5f4d,Никита Новиков,mentee,middle,Frontend,Frontend Developer,figma; javascript; webpack; css; graphql; react,Научиться менеджменту в IT,,
mentee_c79a2c4b,Максим Степанов,mentee,junior,Backend,Database Engineer,grpc; kubernetes; looker,Запустить собственный продукт,ru,online
mentee_3f07cdc7,Виктория Смирнов,mentee,junior,Data Science,BI Analyst,,,ru+en,hybrid
mentee_9aef637b,Ксения Никитин,mentee,junior,Frontend,Web Developer,react; webpack; javascript; html,Перейти в другую компанию,,online
mentee_4c612793,Светлана Васильев,mentee,middle,Game Development,Game Designer,physics simulation; c++; c#; lua,Перейти в другую компанию,en,offline
mentee_97979440,Надежда Козлов,mentee,junior,Backend,API Developer,sql; mongodb,Научиться менеджменту в IT,ru,online
mentee_6020f1a3,Надежда Лебедев,mentee,junior,Cybersecurity,AppSec Engineer,cryptography; metasploit,Подготовиться к интервью в FAANG,ru,offline
mentee_c2e05dd9,Никита Семёнов,mentee,junior,Mobile,Android Developer,java; xcode; rest api; ui/ux; objective-c; R,Разобраться с архитектурой,en,online
mentee_c8049cab,Иван Лебедев,mentee,junior,Product Analytics,CRM Analyst,google analytics; statistics,Запустить собственный продукт,ru,hybrid
mentee_29d40f5e,Людмила Васильев,mentee,middle,Frontend,UI Developer,tailwind; react; css; typescript; graphql; angular; javascript; vue; jmeter,Освоить новый стек,ru,offline
mentee_ff633816,Валерия Козлов,mentee,senior,Data Science,NLP Engineer,python; R; scikit-learn; pandas; sql; mlflow; tensorflow; docker; spark; numpy,Вырасти до Lead/Principal,ru,online
mentee_a4786a18,Юлия Васильев,mentee,senior,Frontend,TypeScript Developer,graphql; html; vue; next.js; angular; typescript; css; tailwind; javascript; vite,Вырасти до Senior,ru+en,online
mentee_94fa4e2e,Екатерина Егоров,mentee,junior,Data Science,BI Analyst,,,,
mentee_8cf38359,Владимир Борисов,mentee,junior,Game Development,Gameplay Programmer,opengl; c#; looker,Вырасти до Senior,en,online
mentee_34c98f2f,Светлана Степанов,mentee,middle,Data Science,MLOps Engineer,docker; spark; mlflow; sql; R; numpy,Подготовиться к интервью в FAANG,,online
mentee_f28fd8fd,Надежда Иванов,mentee,middle,Mobile,iOS Developer,,Перейти в ML/Data Science,en,
mentee_acdde5b7,Егор Иванов,mentee,junior,Backend,Go Developer,python; postgresql; mongodb; ui/ux,Освоить облачные технологии,ru,hybrid
mentee_bd19ee92,Андрей Николаев,mentee,middle,Blockchain,Smart Contract Developer,,Пройти сертификацию,ru+en,online
mentee_a3d928d4,Роман Орлов,mentee,middle,Blockchain,DeFi Developer,hardhat; defi; smart contracts; nft; python,Начать карьеру в IT,,online
mentee_ed08a0fc,Сергей Смирнов,mentee,junior,Blockchain,Crypto Analyst,,,,
mentee_2366ed3a,Никита Семёнов,mentee,junior,QA,SDET,,Подготовиться к интервью в FAANG,ru,
mentee_23aa75f4,Алексей Михайлов,mentee,middle,Mobile,iOS Developer,ui/ux; react native; rest api; firebase; git; android studio; xcode,Улучшить soft skills,ru,online
mentee_b5a2dd6b,Антон Морозов,mentee,junior,QA,Test Analyst,sql; pytest; allure; cypress,Перейти в ML/Data Science,en,online
mentee_b9a3b5df,Елена Новиков,mentee,middle,QA,Manual Tester,api testing; selenium; python; git; jmeter; appium; cypress; test planning; kafka,Разобраться с системным дизайном,ru,online
mentee_84124603,Никита Петров,mentee,junior,Blockchain,Solidity Developer,smart contracts; rust; typescript; ethers.js,Разобраться с архитектурой,ru,online
mentee_9b4bbb5c,Артём Козлов,mentee,junior,Data Science,NLP Engineer,sql; kafka; statistics; airflow,Улучшить soft skills,ru+en,online
mentee_a47cbb3a,Надежда Лебедев,mentee,junior,Frontend,Frontend Developer,,Вырасти до Senior,ru,
mentee_990e9c36,Елена Макаров,mentee,junior,Product Analytics,A/B Test Specialist,sql; google analytics; cypress,Вырасти до Lead/Principal,ru,hybrid
mentee_5d1e3120,Ирина Козлов,mentee,junior,Frontend,Frontend Developer,figma; vite; webpack,,ru,online
mentee_9e68ddc9,Юлия Николаев,mentee,middle,Backend,Systems Architect,sql; kafka; mongodb; redis; python; grpc; go; docker; unreal engine,Освоить облачные технологии,en,hybrid
mentee_069559ef,Алина Петров,mentee,middle,Frontend,Frontend Developer,,Освоить облачные технологии,ru,online
mentee_7c578b9e,Андрей Лебедев,mentee,junior,Frontend,Web Developer,css; figma; vite; graphql; webpack,Перейти в другую компанию,ru,hybrid
mentee_b07a31a9,Ксения Захаров,mentee,junior,Cybersecurity,SOC Analyst,burp suite; wireshark; python; penetration testing; next.js,Пройти сертификацию,ru,offline
mentee_829ce324,Полина Петров,mentee,junior,Data Science,NLP Engineer,pytorch; kafka; pandas; mlflow; scikit-learn,Пройти сертификацию,ru,offline
mentee_94d1c147,Ирина Зайцев,mentee,junior,Cybersecurity,Incident Response Analyst,siem; network security; wireshark; metasploit,Улучшить soft skills,ru,online
mentee_8ad2249f,Валерия Васильев,mentee,senior,Mobile,React Native Developer,java; react native; swift; rest api; ui/ux; android studio; objective-c,Подготовиться к интервью в FAANG,ru,hybrid
mentee_fdd13645,Ольга Семёнов,mentee,senior,Backend,Python Developer,,,,
mentee_3b12b6c5,Ксения Андреев,mentee,middle,Cybersecurity,Penetration Tester,,,ru,hybrid
mentee_f18fa520,Сергей Фёдоров,mentee,middle,Product Analytics,Product Analyst,excel; tableau; power bi; amplitude; a/b testing; sql,Вырасти до Senior,ru,online
mentee_fd2c85b0,Андрей Козлов,mentee,middle,Data Science,BI Analyst,airflow; R; python; sql; kafka; pandas; pytorch,Подготовиться к интервью в FAANG,ru,hybrid
mentee_04a9a180,Павел Макаров,mentee,junior,QA,Performance Tester,pytest; python; selenium; postman,Перейти в другую компанию,,offline
mentee_9a0b4dc3,Антон Макаров,mentee,junior,Frontend,Frontend Developer,css; figma; javascript; html; angular,Пройти сертификацию,en,online
mentee_7f8c0149,Арсений Фёдоров,mentee,junior,Game Development,Technical Artist,unity; opengl; c#; git; unreal engine; helm,Улучшить soft skills,ru,offline
mentee_54ba1238,Сергей Соколов,mentee,middle,Product Analytics,Product Analyst,sql; amplitude; power bi; a/b testing; mixpanel,Подготовиться к интервью в FAANG,ru,online
mentee_34e4eaf0,Полина Козлов,mentee,senior,Product Analytics,Web Analyst,google analytics; excel; looker; statistics; tableau; amplitude; sql; python; nft,Освоить облачные технологии,ru,hybrid
mentee_12625c05,Арсений Михайлов,mentee,junior,Backend,Backend Developer,sql; rest api; microservices,Освоить новый стек,en,hybrid
mentee_cac06cb1,Андрей Соколов,mentee,middle,Mobile,React Native Developer,rest api; java; swift; ui/ux; xcode,Разобраться с системным дизайном,,online
mentee_a6a77483,Алина Михайлов,mentee,middle,Product Analytics,Growth Analyst,,,en,offline
mentee_1c41537b,Ксения Иванов,mentee,junior,Game Development,Unreal Engine Developer,c#; blender; unity; git,Разобраться с системным дизайном,ru,online
mentee_1032dc90,Алина Орлов,mentee,middle,DevOps,Platform Engineer,jenkins; kubernetes; grafana; aws,Перейти в другую компанию,ru,hybrid
mentee_91eeede3,Ирина Алексеев,mentee,junior,Blockchain,DeFi Developer,rust; ethereum; defi; smart contracts; hardhat,Подготовиться к интервью в FAANG,ru+en,online
mentee_b6453f63,Владимир Никитин,mentee,middle,Cybersecurity,Malware Analyst,wireshark; nmap; network security; burp suite; linux; hardhat,Разобраться с системным дизайном,ru,online
mentee_a4a6403e,Полина Петров,mentee,middle,Data Science,Data Scientist,kafka; mlflow; tensorflow; pytorch; R,Улучшить soft skills,en,hybrid
mentee_8d253915,Светлана Николаев,mentee,junior,Data Science,BI Analyst,scikit-learn; python; pandas; numpy,Перейти в ML/Data Science,ru,hybrid
mentee_91483a02,Владимир Кузнецов,mentee,middle,Data Science,ML Engineer,numpy; airflow; scikit-learn; docker; pytorch; sql; python,Пройти сертификацию,,
mentee_56d2d89b,Дмитрий Попов,mentee,middle,Backend,Backend Developer,mongodb; node.js; microservices; kafka; sql; grpc,Освоить облачные технологии,ru,offline
mentee_4dfe2a8e,Артём Морозов,mentee,junior,Frontend,Web Developer,html; figma; css; next.js; tailwind,Пройти сертификацию,ru,hybrid
mentee_d785a328,Тамара Степанов,mentee,junior,Product Analytics,Marketing Analyst,tableau; sql; looker; a/b testing,Сменить специальность,en,online
mentee_45cdcbc2,Егор Соловьёв,mentee,middle,Backend,Go Developer,java; docker; node.js; kubernetes; postgresql; go,Вырасти до Lead/Principal,,
mentee_3b94c081,Иван Семёнов,mentee,middle,Mobile,Android Developer,objective-c; git; flutter; kotlin; firebase; android studio; ui/ux; swift,Запустить собственный продукт,ru,online
mentee_0e5c31c1,Павел Васильев,mentee,junior,Mobile,React Native Developer,react native; swift,,en,online
mentee_a45cbc14,Дмитрий Павлов,mentee,junior,Blockchain,Web3 Engineer,python; solidity; rust,Разобраться с системным дизайном,en,online
mentee_134c93f8,Ирина Фёдоров,mentee,middle,Backend,API Developer,grpc; mongodb; go; kubernetes; amplitude,Подготовиться к интервью в FAANG,ru,hybrid
mentee_5e796feb,Анна Соловьёв,mentee,junior,Cybersecurity,Security Engineer,,,,
mentee_5f8b3c8b,Сергей Волков,mentee,middle,Data Science,NLP Engineer,mlflow; pytorch; statistics; docker; python; kafka; tensorflow,Освоить облачные технологии,ru,online
mentee_61c70ab5,Александр Кузнецов,mentee,junior,DevOps,SRE,grafana; kubernetes; java,Разобраться с архитектурой,,hybrid
mentee_1a9c1b08,Артём Соколов,mentee,junior,Game Development,Gameplay Programmer,python; git; physics simulation,Пройти сертификацию,ru,online
mentee_d462b66d,Екатерина Захаров,mentee,junior,Product Analytics,Growth Analyst,,,ru,online
mentee_405f0700,Максим Смирнов,mentee,junior,Backend,Database Engineer,sql; kubernetes,Перейти в другую компанию,ru,offline
mentee_ae004aa4,Виктория Фёдоров,mentee,senior,Data Science,ML Engineer,numpy; scikit-learn; pandas; mlflow; docker; python; statistics; airflow,Сменить специальность,ru,hybrid
mentee_cf774dd0,Наталья Михайлов,mentee,middle,DevOps,DevOps Engineer,helm; bash; aws; gcp; docker; jenkins; kubernetes,Вырасти до Senior,ru,offline
mentee_23c8ed46,Григорий Зайцев,mentee,middle,Blockchain,Blockchain Developer,python; solidity; smart contracts; truffle; web3.js; nft; hardhat; javascript,Начать карьеру в IT,ru+en,online
mentee_22dc7df0,Дмитрий Егоров,mentee,senior,Cybersecurity,Security Architect,python; owasp; siem; metasploit; nmap; penetration testing,Освоить облачные технологии,ru,hybrid
mentee_a4a15568,Тимур Захаров,mentee,junior,Product Analytics,Growth Analyst,,Разобраться с архитектурой,ru,
mentee_9b71b438,Григорий Никитин,mentee,junior,DevOps,Kubernetes Engineer,kubernetes; bash,Улучшить soft skills,en,hybrid
mentee_cecf1c0d,Алексей Захаров,mentee,junior,Product Analytics,Retention Analyst,amplitude; sql; power bi; a/b testing; excel,Перейти в ML/Data Science,ru,offline
mentee_91656e95,Людмила Михайлов,mentee,junior,Blockchain,DeFi Developer,rust; typescript; nft; python,Разобраться с архитектурой,en,online
mentee_ee533926,Артём Новиков,mentee,junior,Data Science,BI Analyst,airflow; sql; ansible,Подготовиться к интервью в FAANG,ru,online
mentee_ecda27fb,Ирина Фёдоров,mentee,middle,Mobile,Mobile Architect,java; git; objective-c; react native; flutter; kotlin; ui/ux; rest api,Перейти в ML/Data Science,en,online
mentee_00bd051a,Наталья Андреев,mentee,junior,Mobile,Mobile Architect,git; android studio; xcode; objective-c,Освоить новый стек,ru,offline
mentee_b3f410eb,Никита Фёдоров,mentee,junior,Blockchain,DeFi Developer,rust; defi; nft,Пройти сертификацию,ru,offline
mentee_9f03c532,Арсений Иванов,mentee,junior,Blockchain,Crypto Analyst,,,ru,offline
mentee_54f5d3dc,Виктория Лебедев,mentee,junior,Product Analytics,Marketing Analyst,a/b testing; power bi; excel; mixpanel; gcp,Начать карьеру в IT,ru,online
mentee_9758192b,Надежда Семёнов,mentee,junior,Product Analytics,Marketing Analyst,,,ru,online
mentee_85e0be60,Екатерина Никитин,mentee,junior,Game Development,Unreal Engine Developer,,Начать карьеру в IT,ru,hybrid
mentee_5290cc36,Никита Макаров,mentee,junior,Frontend,Web Developer,typescript; tailwind; css; vite; graphql; firebase,,ru+en,hybrid
mentee_d2cc4c36,Сергей Алексеев,mentee,senior,Backend,Software Engineer,microservices; postgresql; mongodb; grpc; sql; redis,Пройти сертификацию,ru,offline
mentee_15c9f290,Юлия Борисов,mentee,middle,DevOps,Infrastructure Engineer,gcp; helm; kubernetes; jenkins; docker; objective-c,Улучшить soft skills,ru,hybrid
mentee_c5924679,Полина Иванов,mentee,middle,Mobile,Swift Developer,react native; swift; kotlin; ui/ux,Научиться менеджменту в IT,ru,online
mentee_18a2d401,Тимур Зайцев,mentee,junior,Frontend,React Developer,angular; graphql; react; typescript; webpack,Начать карьеру в IT,ru,hybrid
mentee_799ef71f,Иван Степанов,mentee,junior,Mobile,Swift Developer,objective-c; java; rest api; swift,Запустить собственный продукт,ru,online
mentee_cf7f6604,Егор Смирнов,mentee,middle,Blockchain,Blockchain Developer,web3.js; typescript; rust; defi; python; ethereum; solidity; truffle,Перейти в другую компанию,ru,online
mentee_91f2e710,Александр Макаров,mentee,junior,Product Analytics,Retention Analyst,google analytics; excel; tableau; a/b testing; statistics; figma,Разобраться с системным дизайном,ru,offline
mentee_efcec7ea,Анна Никитин,mentee,junior,Blockchain,Web3 Engineer,,Начать карьеру в IT,en,
mentee_b6805544,Денис Морозов,mentee,middle,Mobile,Kotlin Developer,git; swift; objective-c; kotlin; firebase,Разобраться с архитектурой,ru+en,hybrid
mentee_61cf330e,Алина Степанов,mentee,middle,Backend,Go Developer,grpc; microservices; postgresql; kubernetes; go; node.js,,ru,online
mentee_4c90e4ff,Григорий Николаев,mentee,junior,DevOps,CI/CD Engineer,prometheus; kubernetes; bash; helm; docker; unity,,ru,hybrid
mentee_353ad08e,Роман Семёнов,mentee,junior,Blockchain,Web3 Engineer,web3.js; rust; solidity; python; ethereum,Вырасти до Senior,en,hybrid
mentee_79cc4978,Наталья Зайцев,mentee,junior,DevOps,Cloud Engineer,bash; ansible; gcp; nft,Разобраться с архитектурой,ru,online
mentee_26c7d2d3,Иван Васильев,mentee,junior,Game Development,Game Developer,opengl; physics simulation; blender; game design; git,Освоить новый стек,ru,online
mentee_6dab1f04,Антон Зайцев,mentee,junior,Backend,Go Developer,java; grpc; python; kafka,Вырасти до Senior,ru,online
mentee_9dfb537b,Анна Попов,mentee,junior,QA,SDET,,,,
mentee_75ab7ad3,Алина Волков,mentee,senior,Game Development,Unity Developer,c#; blender; game design; c++; opengl; physics simulation; python; git,Вырасти до Lead/Principal,,
mentee_9db2620d,Владимир Семёнов,mentee,junior,Product Analytics,Marketing Analyst,sql; excel,Пройти сертификацию,ru,online
mentee_4e7f0c8b,Светлана Соловьёв,mentee,junior,Mobile,iOS Developer,,Перейти в ML/Data Science,ru,
mentee_140d50c8,Вера Смирнов,mentee,junior,Frontend,UI Developer,graphql; css; next.js; javascript; react,Разобраться с системным дизайном,ru+en,hybrid
mentee_8d5e9e7a,Егор Семёнов,mentee,middle,DevOps,CI/CD Engineer,aws; jenkins; helm; bash,Вырасти до Senior,en,online
mentee_1a22e226,Вера Соловьёв,mentee,junior,Product Analytics,Product Analyst,excel; sql,Освоить облачные технологии,ru,online
mentee_5ec17dca,Полина Захаров,mentee,middle,QA,QA Lead,jmeter; postman; selenium; sql; test planning; allure; git; cypress,Вырасти до Lead/Principal,en,offline
mentee_00608997,Виктория Андреев,mentee,junior,Cybersecurity,Security Architect,network security; metasploit; linux; blender,Улучшить soft skills,ru+en,hybrid
mentee_c032ffef,Валерия Волков,mentee,junior,Product Analytics,Growth Analyst,python; statistics; a/b testing; google analytics,Освоить облачные технологии,ru+en,online
mentee_1066f651,Михаил Соколов,mentee,junior,Mobile,iOS Developer,android studio; flutter; objective-c; swift; css,Запустить собственный продукт,ru+en,online
mentee_597aa096,Юлия Волков,mentee,junior,QA,QA Lead,appium; sql; jmeter; spark,Начать карьеру в IT,en,online
mentee_5d0b8937,Григорий Морозов,mentee,middle,QA,Test Automation Engineer,test planning; postman; cypress; sql; jira,Разобраться с системным дизайном,,online
mentee_f9f13546,Надежда Степанов,mentee,junior,Game Development,Unity Developer,unity; opengl,Пройти сертификацию,ru,offline
mentee_a7e7c544,Полина Михайлов,mentee,middle,Blockchain,Smart Contract Developer,python; ethers.js; truffle; ethereum; smart contracts,Вырасти до Lead/Principal,,hybrid
mentee_5891d312,Максим Егоров,mentee,middle,DevOps,Infrastructure Engineer,,Улучшить soft skills,ru,
mentee_fe708667,Максим Макаров,mentee,junior,Blockchain,Smart Contract Developer,,,ru,hybrid
mentee_e9587466,Вера Фёдоров,mentee,middle,Data Science,Data Scientist,kafka; scikit-learn; tensorflow; python; R,Перейти в ML/Data Science,ru,online
mentee_cd6dd765,Арсений Зайцев,mentee,senior,DevOps,Kubernetes Engineer,,,,
mentee_da0092ee,Анна Васильев,mentee,middle,Game Development,Unreal Engine Developer,git; game design; lua; unity; c#; c++; kubernetes,Перейти в другую компанию,en,offline
mentee_77865600,Надежда Андреев,mentee,junior,Backend,Go Developer,docker; python; rest api; grpc; redis,Освоить новый стек,en,online
mentee_bf44053b,Арсений Зайцев,mentee,middle,Frontend,Frontend Developer,webpack; figma; graphql; react; css,Разобраться с системным дизайном,ru,online
mentee_2d458d4e,Людмила Лебедев,mentee,middle,DevOps,Kubernetes Engineer,azure; github actions; linux; ansible; jenkins; terraform; bash; grafana,Перейти в ML/Data Science,ru,online
mentee_3bc92c14,Никита Андреев,mentee,senior,Product Analytics,A/B Test Specialist,python; tableau; sql; amplitude; looker; a/b testing; mixpanel,Начать карьеру в IT,ru,offline
mentee_a77824d3,Дмитрий Васильев,mentee,senior,Mobile,Kotlin Developer,,,,
mentee_653aa500,Антон Алексеев,mentee,junior,QA,Performance Tester,jira; test planning,Подготовиться к интервью в FAANG,ru,online
mentee_51e5ea1a,Полина Михайлов,mentee,senior,Blockchain,Solidity Developer,ethereum; hardhat; smart contracts; web3.js; solidity; typescript; python,Подготовиться к интервью в FAANG,ru,online
