id,name,level_raw,level_score,domain,profession,language,language_set,format,format_set,skills_normalized,skills_missing,domain_vector,domain_fallback
mentee_49a6360f,Надежда Орлов,senior,3,DevOps,Cloud Engineer,en,en,online,online,terraform; ansible; helm; kubernetes; aws; docker; nmap,0,"0.0596,0.0067,0.0454,0.0325,0.81,0.0096,0.0105,0.0094,0.0097,0.0066",0
mentee_33f5d728,Тимур Петров,junior,1,Mobile,Android Developer,ru,ru,online,online,flutter; objective-c; swift; java,0,"0.074,0.01,0.0049,0.0086,0.005,0.0058,0.0347,0.818,0.0102,0.0288",0
mentee_b6cd0688,Владимир Андреев,junior,1,Game Development,Gameplay Programmer,,,online,online,unreal engine; git,0,"0.021,0.022,0.0175,0.02,0.0098,0.0083,0.7923,0.0373,0.0261,0.0457",0
mentee_3ed4556b,Арсений Лебедев,middle,2,Product Analytics,Retention Analyst,ru,ru,online,online,statistics; sql; google analytics; tableau; looker,0,"0.0357,0.0225,0.0213,0.0654,0.0071,0.0088,0.0237,0.0056,0.7712,0.0388",0
mentee_2750e83d,Сергей Петров,junior,1,Product Analytics,Growth Analyst,en,en,hybrid,hybrid|offline|online,statistics; looker,0,"0.0349,0.0294,0.0178,0.0705,0.0081,0.0123,0.0212,0.0049,0.763,0.0378",0
mentee_8ed0d157,Александр Волков,junior,1,Data Science,MLOps Engineer,ru,ru,online,online,pandas; mlflow; airflow,0,"0.0847,0.0174,0.0134,0.7091,0.0369,0.0078,0.0172,0.008,0.0725,0.0328",0
mentee_af0de2ba,Григорий Морозов,junior,1,Mobile,iOS Developer,ru,ru,hybrid,hybrid|offline|online,git; xcode; firebase,0,"0.074,0.0133,0.0085,0.0086,0.0116,0.0073,0.0392,0.8021,0.008,0.0275",0
mentee_a095d3e9,Иван Никитин,middle,2,QA,Performance Tester,ru,ru,online,online,python; test planning; jmeter; selenium,0,"0.0334,0.0193,0.0162,0.0289,0.0024,0.0119,0.0486,0.0353,0.038,0.766",0
mentee_fd43677f,Александр Кузнецов,junior,1,Game Development,Unity Developer,,,,,,1,"0.0155,0.0225,0.0209,0.0201,0.0084,0.0041,0.8115,0.0313,0.0241,0.0415",0
mentee_3ecc4b23,Людмила Семёнов,junior,1,Frontend,UI Developer,,,,,,1,"0.0054,0.0507,0.0054,0.0092,0.0079,0.893,0.0057,0.0022,0.0107,0.0098",0
mentee_c6685543,Екатерина Борисов,junior,1,Frontend,Web Developer,ru,ru,online,online,,1,"0.0043,0.052,0.0057,0.0051,0.0126,0.8926,0.0064,0.0075,0.0086,0.0052",0
mentee_606fce0a,Артём Соловьёв,junior,1,Backend,Software Engineer,ru,ru,online,online,sql; python; redis,0,"0.6562,0.0199,0.0162,0.081,0.0647,0.0036,0.0154,0.0786,0.0347,0.0299",0
mentee_24770282,Андрей Фёдоров,senior,3,Blockchain,Blockchain Developer,ru+en,en|ru,online,online,defi; smart contracts; web3.js; hardhat; nft; truffle,0,"0.0231,0.8127,0.0219,0.0156,0.006,0.0466,0.0239,0.0072,0.0235,0.0194",0
mentee_2f526093,Елена Козлов,junior,1,Backend,Go Developer,,,online,online,microservices; kafka; kubernetes; redis,0,"0.6227,0.023,0.0175,0.0864,0.062,0.0036,0.0215,0.0874,0.0409,0.035",0
mentee_ab223501,Юлия Соловьёв,junior,1,Backend,API Developer,ru,ru,online,online,kafka; grpc,0,"0.6304,0.0198,0.0192,0.0887,0.0593,0.008,0.0174,0.0719,0.0431,0.0423",0
mentee_ab4291d0,Антон Попов,middle,2,DevOps,Platform Engineer,ru,ru,hybrid,hybrid|offline|online,docker; kubernetes; grafana; jenkins; github actions; aws; gcp; azure,0,"0.0668,0.0059,0.0393,0.0284,0.8191,0.011,0.0068,0.0076,0.0084,0.0067",0
mentee_2d48f3d4,Дмитрий Попов,middle,2,Mobile,Android Developer,,,hybrid,hybrid|offline|online,swift; ui/ux; flutter; kotlin; rest api; react native; objective-c,0,"0.074,0.01,0.0049,0.0086,0.005,0.0058,0.0347,0.818,0.0102,0.0288",0
mentee_1d40eb00,Ольга Васильев,senior,3,Product Analytics,Retention Analyst,ru,ru,offline,offline,a/b testing; sql; mixpanel; tableau; python; google analytics; amplitude,0,"0.0357,0.0225,0.0213,0.0654,0.0071,0.0088,0.0237,0.0056,0.7712,0.0388",0
mentee_2a0de4c2,Кирилл Орлов,junior,1,DevOps,Kubernetes Engineer,,,,,azure; jenkins; helm,0,"0.0642,0.0039,0.0491,0.033,0.8084,0.011,0.009,0.0091,0.0072,0.0052",0
mentee_aba30c8e,Андрей Семёнов,middle,2,Mobile,Swift Developer,en,en,online,online,ui/ux; java; react native; objective-c; android studio,0,"0.0881,0.0107,0.0106,0.009,0.0074,0.0037,0.0355,0.7934,0.0092,0.0323",0
mentee_fa21a6e1,Тамара Михайлов,middle,2,Cybersecurity,Security Engineer,ru,ru,online,online,owasp; metasploit; network security; wireshark; linux; python; cryptography; nmap,0,"0.0189,0.0201,0.8251,0.0179,0.0412,0.0105,0.017,0.0053,0.0267,0.0173",0
mentee_25b14db7,Павел Никитин,middle,2,DevOps,Platform Engineer,ru,ru,hybrid,hybrid|offline|online,grafana; bash; github actions; terraform; ansible; kubernetes; aws,0,"0.0668,0.0059,0.0393,0.0284,0.8191,0.011,0.0068,0.0076,0.0084,0.0067",0
mentee_ea410823,Дарья Иванов,junior,1,Mobile,Kotlin Developer,ru+en,en|ru,offline,offline,,1,"0.0798,0.0095,0.0094,0.008,0.0096,0.0092,0.0325,0.8107,0.0043,0.027",0
mentee_c37219ea,Татьяна Новиков,junior,1,Backend,Python Developer,ru,ru,online,online,java; sql,0,"0.6323,0.018,0.0178,0.085,0.0689,0.0116,0.0185,0.0788,0.0375,0.0316",0
mentee_6b47b902,Виктория Соколов,junior,1,Mobile,Android Developer,ru,ru,online,online,flutter; git; objective-c; firebase; java,0,"0.074,0.01,0.0049,0.0086,0.005,0.0058,0.0347,0.818,0.0102,0.0288",0
mentee_67054355,Екатерина Никитин,junior,1,Mobile,Flutter Developer,ru,ru,online,online,react native; xcode; objective-c; flutter; kafka,0,"0.086,0.0079,0.0067,0.0074,0.0073,0.0057,0.0321,0.8105,0.0081,0.0283",0
mentee_afc1bef9,Ирина Петров,junior,1,Blockchain,Web3 Engineer,ru,ru,offline,offline,truffle; ethereum,0,"0.0168,0.8254,0.0251,0.0187,0.0069,0.0392,0.0199,0.0093,0.0194,0.0193",0
mentee_dc9c8163,Артём Петров,junior,1,DevOps,Platform Engineer,ru,ru,offline,offline,kubernetes; aws,0,"0.0668,0.0059,0.0393,0.0284,0.8191,0.011,0.0068,0.0076,0.0084,0.0067",0
mentee_168e1415,Григорий Семёнов,senior,3,QA,SDET,,,,,cypress; sql; jmeter; appium; test planning; git; postman,0,"0.0323,0.0219,0.014,0.0284,0.0047,0.0085,0.0447,0.033,0.0381,0.7745",0
mentee_261ca8e9,Иван Семёнов,middle,2,Mobile,Android Developer,ru,ru,hybrid,hybrid|offline|online,kotlin; xcode; android studio; java; react native; firebase,0,"0.074,0.01,0.0049,0.0086,0.005,0.0058,0.0347,0.818,0.0102,0.0288",0
mentee_88d92f10,Светлана Петров,senior,3,Data Science,NLP Engineer,ru+en,en|ru,online,online,pytorch; docker; scikit-learn; pandas; python; airflow; kafka; spark,0,"0.0835,0.0163,0.0147,0.7191,0.0303,0.0102,0.0193,0.0113,0.0682,0.0272",0
mentee_7b4a1999,Иван Соловьёв,junior,1,QA,Test Automation Engineer,,,,,,1,"0.0335,0.0177,0.0178,0.0284,0.0066,0.0075,0.0436,0.0317,0.0358,0.7772",0
mentee_11fd42bc,Полина Лебедев,middle,2,Cybersecurity,Malware Analyst,ru,ru,online,online,metasploit; burp suite; penetration testing; cryptography; siem; python; wireshark; network security,0,"0.0167,0.0272,0.8141,0.0154,0.0463,0.0101,0.0167,0.0072,0.0249,0.0213",0
mentee_c25a4d50,Михаил Алексеев,middle,2,Backend,Go Developer,ru,ru,hybrid,hybrid|offline|online,python; redis; java; sql; kafka; grpc,0,"0.6227,0.023,0.0175,0.0864,0.062,0.0036,0.0215,0.0874,0.0409,0.035",0
mentee_b36d2665,Анна Лебедев,junior,1,Frontend,Angular Developer,ru+en,en|ru,online,online,javascript; angular,0,"0.004,0.0416,0.0047,0.0075,0.0061,0.9095,0.0055,0.002,0.007,0.0121",0
mentee_1b35bde9,Григорий Михайлов,middle,2,Blockchain,Solidity Developer,en,en,offline,offline,web3.js; ethers.js; solidity; ethereum; defi,0,"0.0202,0.8232,0.0212,0.015,0.0032,0.0518,0.0169,0.0072,0.0234,0.018",0
mentee_d2cfdf3e,Тамара Алексеев,junior,1,Mobile,iOS Developer,ru,ru,online,online,ui/ux; java; rest api; git; xcode; kafka,0,"0.074,0.0133,0.0085,0.0086,0.0116,0.0073,0.0392,0.8021,0.008,0.0275",0
mentee_61c1025f,Максим Соловьёв,junior,1,Cybersecurity,AppSec Engineer,,,online,online,nmap; wireshark; owasp; metasploit; penetration testing,0,"0.0195,0.026,0.8141,0.016,0.0521,0.0034,0.0211,0.0032,0.0272,0.0175",0
mentee_4b8fc893,Людмила Новиков,junior,1,Mobile,Swift Developer,ru,ru,hybrid,hybrid|offline|online,android studio; objective-c; rest api; firebase; react native,0,"0.0881,0.0107,0.0106,0.009,0.0074,0.0037,0.0355,0.7934,0.0092,0.0323",0
mentee_2306938c,Владимир Егоров,middle,2,Blockchain,Smart Contract Developer,ru,ru,online,online,nft; truffle; hardhat; ethereum; rust; typescript; defi; smart contracts; cryptography,0,"0.0202,0.8158,0.0206,0.0176,0.0051,0.0538,0.0169,0.0084,0.0222,0.0194",0
mentee_5f7dc773,Мария Морозов,junior,1,Cybersecurity,Malware Analyst,ru,ru,hybrid,hybrid|offline|online,python; wireshark,0,"0.0167,0.0272,0.8141,0.0154,0.0463,0.0101,0.0167,0.0072,0.0249,0.0213",0
mentee_59af1264,Светлана Орлов,middle,2,Frontend,Web Developer,ru,ru,hybrid,hybrid|offline|online,figma; graphql; css; next.js; javascript; tailwind; typescript,0,"0.0043,0.052,0.0057,0.0051,0.0126,0.8926,0.0064,0.0075,0.0086,0.0052",0
mentee_e6bba067,Сергей Кузнецов,junior,1,Product Analytics,Marketing Analyst,ru,ru,online,online,python; a/b testing,0,"0.0406,0.0214,0.0283,0.07,0.0106,0.0086,0.0288,0.0075,0.7466,0.0375",0
mentee_8d699aa1,Ольга Борисов,junior,1,Cybersecurity,Security Engineer,ru,ru,online,online,linux; network security; python; penetration testing,0,"0.0189,0.0201,0.8251,0.0179,0.0412,0.0105,0.017,0.0053,0.0267,0.0173",0
mentee_9374b665,Татьяна Егоров,junior,1,DevOps,Cloud Engineer,en,en,online,online,grafana; prometheus; linux; github actions; docker,0,"0.0596,0.0067,0.0454,0.0325,0.81,0.0096,0.0105,0.0094,0.0097,0.0066",0
mentee_03a3ca62,Алина Михайлов,middle,2,Mobile,Kotlin Developer,en,en,online,online,xcode; git; android studio; flutter; ui/ux; swift; kotlin,0,"0.0798,0.0095,0.0094,0.008,0.0096,0.0092,0.0325,0.8107,0.0043,0.027",0
mentee_6175bde3,Павел Захаров,middle,2,Data Science,ML Engineer,en,en,hybrid,hybrid|offline|online,statistics; numpy; spark; mlflow; r,0,"0.0823,0.0191,0.0171,0.7122,0.0278,0.0077,0.019,0.0116,0.0722,0.0311",0
mentee_3306f6b0,Валерия Егоров,junior,1,Frontend,React Developer,en,en,online,online,graphql; figma; next.js; tailwind; statistics,0,"0.0049,0.0486,0.0047,0.0114,0.0081,0.8855,0.0056,0.0111,0.0117,0.0083",0
mentee_86606b69,Анна Морозов,junior,1,Data Science,Data Scientist,ru,ru,hybrid,hybrid|offline|online,numpy; tensorflow; sql,0,"0.0862,0.0257,0.0173,0.6936,0.0277,0.0088,0.0191,0.0097,0.0789,0.0331",0
mentee_25e4fe6d,Людмила Борисов,middle,2,Backend,Database Engineer,en,en,online,online,redis; grpc; node.js; postgresql; go; sql; mongodb; prometheus,0,"0.6365,0.017,0.0142,0.0913,0.0535,0.0035,0.0203,0.0843,0.0421,0.0372",0
mentee_1f0a6ffc,Татьяна Соколов,junior,1,Mobile,Android Developer,ru+en,en|ru,,,,1,"0.074,0.01,0.0049,0.0086,0.005,0.0058,0.0347,0.818,0.0102,0.0288",0
mentee_7a68caf7,Владимир Соколов,junior,1,Game Development,Technical Artist,en,en,offline,offline,c#; lua; git; physics simulation; python,0,"0.0179,0.0218,0.024,0.0174,0.0128,0.0071,0.8023,0.0286,0.0235,0.0445",0
mentee_f2e8b387,Артём Егоров,middle,2,Data Science,MLOps Engineer,,,,,r; statistics; sql; python,0,"0.0847,0.0174,0.0134,0.7091,0.0369,0.0078,0.0172,0.008,0.0725,0.0328",0
mentee_c030e0e8,Егор Фёдоров,senior,3,DevOps,DevOps Engineer,ru,ru,offline,offline,kubernetes; azure; bash; jenkins; ansible; aws; grafana; docker,0,"0.0643,0.0037,0.0462,0.0359,0.8063,0.0048,0.011,0.0109,0.0114,0.0054",0
mentee_c486e982,Арсений Смирнов,junior,1,DevOps,Infrastructure Engineer,ru,ru,offline,offline,bash; kubernetes; docker,0,"0.0696,0.0085,0.0463,0.0386,0.7917,0.0118,0.009,0.0115,0.0059,0.0071",0
mentee_c92ce331,Алина Семёнов,middle,2,QA,Performance Tester,ru,ru,hybrid,hybrid|offline|online,jira; appium; sql; allure; cypress,0,"0.0334,0.0193,0.0162,0.0289,0.0024,0.0119,0.0486,0.0353,0.038,0.766",0
mentee_5538da7f,Юлия Соколов,junior,1,Game Development,Game Developer,ru,ru,online,online,unreal engine; git; unity; c#,0,"0.0164,0.0182,0.0174,0.0172,0.0112,0.0057,0.8087,0.0336,0.0242,0.0473",0
mentee_2406a2e5,Алексей Орлов,junior,1,Data Science,Data Analyst,ru+en,en|ru,online,online,,1,"0.0884,0.0148,0.0137,0.7227,0.0279,0.0093,0.0228,0.0055,0.0657,0.0291",0
mentee_8d3c560a,Антон Морозов,junior,1,Backend,Systems Architect,ru,ru,hybrid,hybrid|offline|online,grpc; microservices; python; kafka; mixpanel,0,"0.6242,0.0178,0.0146,0.0912,0.061,0.0036,0.0225,0.0912,0.0412,0.0326",0
mentee_98ca9b0b,Павел Орлов,junior,1,QA,Performance Tester,en,en,online,online,,1,"0.0334,0.0193,0.0162,0.0289,0.0024,0.0119,0.0486,0.0353,0.038,0.766",0
mentee_6b108c84,Ирина Козлов,middle,2,Product Analytics,CRM Analyst,,,online,online,mixpanel; google analytics; excel; a/b testing; python; penetration testing,0,"0.0354,0.0209,0.0238,0.078,0.0057,0.0096,0.0195,0.0088,0.7583,0.0401",0
mentee_945bf095,Сергей Михайлов,middle,2,Frontend,Vue Developer,en,en,hybrid,hybrid|offline|online,,1,"0.007,0.0469,0.0059,0.0079,0.0091,0.8851,0.0088,0.0044,0.0091,0.0157",0
mentee_f6306429,Екатерина Петров,middle,2,DevOps,Infrastructure Engineer,ru,ru,hybrid,hybrid|offline|online,azure; terraform; helm; jenkins; prometheus; linux,0,"0.0696,0.0085,0.0463,0.0386,0.7917,0.0118,0.009,0.0115,0.0059,0.0071",0
mentee_8313ba77,Анна Алексеев,middle,2,Cybersecurity,Incident Response Analyst,ru+en,en|ru,online,online,network security; cryptography; burp suite; python; nmap; wireshark,0,"0.0196,0.0247,0.8267,0.0173,0.0407,0.0048,0.0185,0.0073,0.0222,0.0181",0
mentee_1357488e,Александр Иванов,middle,2,Frontend,React Developer,ru,ru,online,online,typescript; html; react; angular; graphql; css,0,"0.0049,0.0486,0.0047,0.0114,0.0081,0.8855,0.0056,0.0111,0.0117,0.0083",0
mentee_4d50b250,Людмила Андреев,junior,1,Backend,Go Developer,ru+en,en|ru,offline,offline,microservices; python; java; rest api,0,"0.6227,0.023,0.0175,0.0864,0.062,0.0036,0.0215,0.0874,0.0409,0.035",0
mentee_a73018a0,Роман Смирнов,middle,2,DevOps,Infrastructure Engineer,ru,ru,offline,offline,azure; prometheus; docker; grafana; jenkins,0,"0.0696,0.0085,0.0463,0.0386,0.7917,0.0118,0.009,0.0115,0.0059,0.0071",0
mentee_dd846cdd,Полина Смирнов,middle,2,Product Analytics,Growth Analyst,ru,ru,,,,1,"0.0349,0.0294,0.0178,0.0705,0.0081,0.0123,0.0212,0.0049,0.763,0.0378",0
mentee_7e0f4141,Владимир Степанов,junior,1,DevOps,Kubernetes Engineer,,,,,,1,"0.0642,0.0039,0.0491,0.033,0.8084,0.011,0.009,0.0091,0.0072,0.0052",0
mentee_7d614be1,Кирилл Егоров,middle,2,Backend,Python Developer,ru+en,en|ru,hybrid,hybrid|offline|online,mongodb; go; kafka; postgresql; sql; microservices,0,"0.6323,0.018,0.0178,0.085,0.0689,0.0116,0.0185,0.0788,0.0375,0.0316",0
mentee_6ca38c00,Григорий Морозов,senior,3,Game Development,Game Designer,ru,ru,online,online,opengl; unity; physics simulation; lua; blender; game design; java,0,"0.0217,0.0235,0.016,0.0213,0.0093,0.0082,0.7925,0.0374,0.0241,0.046",0
mentee_c15bb0a5,Виктория Козлов,middle,2,QA,QA Engineer,ru,ru,hybrid,hybrid|offline|online,cypress; selenium; api testing; jmeter; jira; test planning; sql; postman,0,"0.0387,0.0254,0.0194,0.0346,0.0137,0.0095,0.0463,0.0286,0.0471,0.7367",0
mentee_0af318d0,Артём Михайлов,junior,1,QA,QA Engineer,ru,ru,hybrid,hybrid|offline|online,api testing; appium; jira,0,"0.0387,0.0254,0.0194,0.0346,0.0137,0.0095,0.0463,0.0286,0.0471,0.7367",0
mentee_a43421e6,Людмила Алексеев,senior,3,Game Development,Unity Developer,ru,ru,offline,offline,python; c#; unreal engine; git; opengl; physics simulation,0,"0.0155,0.0225,0.0209,0.0201,0.0084,0.0041,0.8115,0.0313,0.0241,0.0415",0
mentee_fe4d2d5d,Дарья Павлов,junior,1,QA,Manual Tester,ru,ru,hybrid,hybrid|offline|online,api testing; python; test planning; allure; jira,0,"0.032,0.0183,0.0183,0.0316,0.0084,0.01,0.052,0.0289,0.0394,0.761",0
mentee_3a3045a7,Юлия Макаров,junior,1,Frontend,UI Developer,ru,ru,online,online,css; figma; react; api testing,0,"0.0054,0.0507,0.0054,0.0092,0.0079,0.893,0.0057,0.0022,0.0107,0.0098",0
mentee_1e454ad3,Валерия Степанов,junior,1,Backend,API Developer,en,en,online,online,java; kafka,0,"0.6304,0.0198,0.0192,0.0887,0.0593,0.008,0.0174,0.0719,0.0431,0.0423",0
mentee_fdc69ac9,Дмитрий Соловьёв,middle,2,QA,Test Automation Engineer,ru,ru,online,online,appium; test planning; allure; jmeter; jira; selenium; api testing; pytest; sql,0,"0.0335,0.0177,0.0178,0.0284,0.0066,0.0075,0.0436,0.0317,0.0358,0.7772",0
mentee_bb684ccb,Валерия Николаев,middle,2,Mobile,React Native Developer,ru,ru,hybrid,hybrid|offline|online,flutter; ui/ux; git; xcode; kotlin; swift,0,"0.0682,0.0094,0.0081,0.0146,0.0156,0.0039,0.0394,0.8003,0.0059,0.0347",0
mentee_ce19c976,Ольга Фёдоров,junior,1,Frontend,UI Developer,en,en,online,online,,1,"0.0054,0.0507,0.0054,0.0092,0.0079,0.893,0.0057,0.0022,0.0107,0.0098",0
mentee_cf574f16,Павел Васильев,junior,1,QA,Test Automation Engineer,en,en,online,online,allure; appium; jira; ethereum,0,"0.0335,0.0177,0.0178,0.0284,0.0066,0.0075,0.0436,0.0317,0.0358,0.7772",0
mentee_dbdd4ee6,Полина Борисов,junior,1,Game Development,Game Developer,ru+en,en|ru,hybrid,hybrid|offline|online,lua; physics simulation; c#; unreal engine,0,"0.0164,0.0182,0.0174,0.0172,0.0112,0.0057,0.8087,0.0336,0.0242,0.0473",0
mentee_86a9ee4b,Сергей Павлов,senior,3,Backend,Software Engineer,ru,ru,offline,offline,kafka; mongodb; kubernetes; python; node.js; redis,0,"0.6562,0.0199,0.0162,0.081,0.0647,0.0036,0.0154,0.0786,0.0347,0.0299",0
mentee_1f4a85ce,Татьяна Петров,senior,3,Cybersecurity,AppSec Engineer,ru+en,en|ru,online,online,,1,"0.0195,0.026,0.8141,0.016,0.0521,0.0034,0.0211,0.0032,0.0272,0.0175",0
mentee_8a5b52d6,Владимир Николаев,middle,2,Mobile,iOS Developer,,,,,,1,"0.074,0.0133,0.0085,0.0086,0.0116,0.0073,0.0392,0.8021,0.008,0.0275",0
mentee_0f98f6c3,Елена Иванов,junior,1,Frontend,Angular Developer,ru,ru,offline,offline,webpack; html; vue,0,"0.004,0.0416,0.0047,0.0075,0.0061,0.9095,0.0055,0.002,0.007,0.0121",0
mentee_586b42d5,Ольга Борисов,middle,2,Frontend,Angular Developer,en,en,offline,offline,next.js; html; css; webpack; typescript; tailwind; javascript,0,"0.004,0.0416,0.0047,0.0075,0.0061,0.9095,0.0055,0.002,0.007,0.0121",0
mentee_562bd546,Иван Семёнов,junior,1,QA,Manual Tester,ru,ru,online,online,postman; git,0,"0.032,0.0183,0.0183,0.0316,0.0084,0.01,0.052,0.0289,0.0394,0.761",0
mentee_0a516141,Артём Павлов,senior,3,Cybersecurity,Incident Response Analyst,ru,ru,online,online,nmap; network security; owasp; wireshark; python; metasploit; burp suite; penetration testing,0,"0.0196,0.0247,0.8267,0.0173,0.0407,0.0048,0.0185,0.0073,0.0222,0.0181",0
mentee_8190e521,Татьяна Алексеев,junior,1,Product Analytics,CRM Analyst,ru,ru,hybrid,hybrid|offline|online,,1,"0.0354,0.0209,0.0238,0.078,0.0057,0.0096,0.0195,0.0088,0.7583,0.0401",0
mentee_f8da9611,Сергей Васильев,junior,1,Mobile,Android Developer,ru,ru,online,online,kotlin; ui/ux; android studio; xcode; swift,0,"0.074,0.01,0.0049,0.0086,0.005,0.0058,0.0347,0.818,0.0102,0.0288",0
mentee_1895a59a,Юлия Никитин,junior,1,Cybersecurity,Penetration Tester,en,en,online,online,siem; cryptography; metasploit; owasp; azure,0,"0.0171,0.027,0.8134,0.0177,0.0504,0.0078,0.0192,0.0067,0.0241,0.0167",0
mentee_e7022110,Людмила Волков,junior,1,Data Science,ML Engineer,en,en,hybrid,hybrid|offline|online,docker; spark; airflow; scikit-learn; numpy,0,"0.0823,0.0191,0.0171,0.7122,0.0278,0.0077,0.019,0.0116,0.0722,0.0311",0
mentee_37374913,Алексей Алексеев,middle,2,Mobile,Kotlin Developer,ru,ru,online,online,kotlin; ui/ux; xcode; java; unity,0,"0.0798,0.0095,0.0094,0.008,0.0096,0.0092,0.0325,0.8107,0.0043,0.027",0
mentee_3a016b18,Владимир Козлов,junior,1,DevOps,Infrastructure Engineer,,,,,gcp; terraform; javascript,0,"0.0696,0.0085,0.0463,0.0386,0.7917,0.0118,0.009,0.0115,0.0059,0.0071",0
mentee_e3f2ab1c,Светлана Козлов,senior,3,DevOps,Kubernetes Engineer,ru,ru,online,online,kubernetes; terraform; docker; linux; bash; aws,0,"0.0642,0.0039,0.0491,0.033,0.8084,0.011,0.009,0.0091,0.0072,0.0052",0
mentee_b66bf8cf,Максим Фёдоров,junior,1,Data Science,Research Scientist,ru,ru,online,online,airflow; scikit-learn; sql; pytorch,0,"0.0847,0.0166,0.0225,0.7038,0.0269,0.0117,0.0174,0.0093,0.0745,0.0327",0
mentee_d0d74d61,Павел Егоров,middle,2,Data Science,NLP Engineer,ru,ru,offline,offline,statistics; scikit-learn; mlflow; sql; spark; docker; firebase,0,"0.0835,0.0163,0.0147,0.7191,0.0303,0.0102,0.0193,0.0113,0.0682,0.0272",0
mentee_7f3a00e5,Вера Никитин,junior,1,Cybersecurity,Malware Analyst,en,en,online,online,python; metasploit; owasp; siem,0,"0.0167,0.0272,0.8141,0.0154,0.0463,0.0101,0.0167,0.0072,0.0249,0.0213",0
mentee_cf004f0f,Иван Борисов,junior,1,Game Development,Game Designer,ru+en,en|ru,online,online,opengl; c++; unreal engine; css,0,"0.0217,0.0235,0.016,0.0213,0.0093,0.0082,0.7925,0.0374,0.0241,0.046",0
mentee_d6d60b68,Иван Андреев,junior,1,Product Analytics,Retention Analyst,ru,ru,online,online,statistics; tableau,0,"0.0357,0.0225,0.0213,0.0654,0.0071,0.0088,0.0237,0.0056,0.7712,0.0388",0
mentee_1d9d7d2a,Алина Захаров,junior,1,Backend,Java Developer,ru,ru,online,online,python; mongodb,0,"0.6078,0.0296,0.0168,0.0856,0.0706,0.0073,0.0234,0.0744,0.0485,0.0358",0
mentee_f6001773,Максим Орлов,junior,1,QA,Performance Tester,ru,ru,hybrid,hybrid|offline|online,git; sql; cypress; jmeter,0,"0.0334,0.0193,0.0162,0.0289,0.0024,0.0119,0.0486,0.0353,0.038,0.766",0
mentee_ff14e511,Надежда Павлов,middle,2,Data Science,MLOps Engineer,ru+en,en|ru,online,online,,1,"0.0847,0.0174,0.0134,0.7091,0.0369,0.0078,0.0172,0.008,0.0725,0.0328",0
mentee_c2398282,Кирилл Фёдоров,junior,1,DevOps,SRE,ru+en,en|ru,online,online,,1,"0.0668,0.0051,0.0499,0.0289,0.8041,0.013,0.0115,0.0061,0.0067,0.0077",0
mentee_e0405b87,Мария Кузнецов,junior,1,Frontend,Vue Developer,en,en,online,online,vue; html,0,"0.007,0.0469,0.0059,0.0079,0.0091,0.8851,0.0088,0.0044,0.0091,0.0157",0
mentee_7096ed82,Павел Степанов,junior,1,Blockchain,Web3 Engineer,ru,ru,offline,offline,,1,"0.0168,0.8254,0.0251,0.0187,0.0069,0.0392,0.0199,0.0093,0.0194,0.0193",0
mentee_fcf0d235,Ольга Михайлов,middle,2,Data Science,Research Scientist,ru,ru,online,online,airflow; docker; spark; kafka; sql; r; mlflow; statistics,0,"0.0847,0.0166,0.0225,0.7038,0.0269,0.0117,0.0174,0.0093,0.0745,0.0327",0
mentee_b14c9865,Артём Соколов,middle,2,Blockchain,Web3 Engineer,en,en,offline,offline,solidity; truffle; rust; nft; hardhat; python,0,"0.0168,0.8254,0.0251,0.0187,0.0069,0.0392,0.0199,0.0093,0.0194,0.0193",0
mentee_d93bbe2a,Сергей Макаров,junior,1,Backend,Database Engineer,ru,ru,online,online,rest api; kubernetes; mongodb,0,"0.6365,0.017,0.0142,0.0913,0.0535,0.0035,0.0203,0.0843,0.0421,0.0372",0
mentee_5382c853,Денис Попов,junior,1,Game Development,Unity Developer,ru,ru,hybrid,hybrid|offline|online,blender; lua; unreal engine; opengl; helm,0,"0.0155,0.0225,0.0209,0.0201,0.0084,0.0041,0.8115,0.0313,0.0241,0.0415",0
mentee_edad3e6d,Ксения Алексеев,middle,2,Data Science,NLP Engineer,ru,ru,hybrid,hybrid|offline|online,spark; pandas; mlflow; numpy; airflow; docker; kafka,0,"0.0835,0.0163,0.0147,0.7191,0.0303,0.0102,0.0193,0.0113,0.0682,0.0272",0
mentee_713cfc60,Елена Смирнов,middle,2,Product Analytics,Marketing Analyst,ru,ru,online,online,a/b testing; statistics; google analytics; amplitude; tableau; sql,0,"0.0406,0.0214,0.0283,0.07,0.0106,0.0086,0.0288,0.0075,0.7466,0.0375",0
mentee_6c7c5c37,Денис Андреев,middle,2,Frontend,Vue Developer,en,en,online,online,css; html; next.js; webpack; typescript; mixpanel,0,"0.007,0.0469,0.0059,0.0079,0.0091,0.8851,0.0088,0.0044,0.0091,0.0157",0
mentee_c0f05e4f,Дарья Морозов,junior,1,Mobile,iOS Developer,ru,ru,hybrid,hybrid|offline|online,rest api; android studio; flutter,0,"0.074,0.0133,0.0085,0.0086,0.0116,0.0073,0.0392,0.8021,0.008,0.0275",0
mentee_64f887ad,Павел Васильев,middle,2,Game Development,Technical Artist,ru,ru,,,,1,"0.0179,0.0218,0.024,0.0174,0.0128,0.0071,0.8023,0.0286,0.0235,0.0445",0
