id,name,role,level,domain,profession,skills,language,format,experience_years,available,hours_per_week,boosted,boost_k
mentor_a9f3ac7f,Ксения Макаров,mentor,lead,Frontend,Angular Developer,angular; css; webpack; javascript; vue; typescript; graphql; tailwind,ru,online,9,True,2,False,0.0
mentor_5d7a5896,Андрей Макаров,mentor,senior,Backend,Systems Architect,sql; node.js; grpc; docker; redis; microservices; go; kubernetes; java; postgresql; python,ru+en,offline,12,True,1,False,0.0
mentor_693d0432,Вера Новиков,mentor,senior,Mobile,React Native Developer,flutter; firebase; xcode; java; rest api; ui/ux; react native; terraform,ru,online,5,True,8,False,0.0
mentor_8ce8b6ed,Мария Козлов,mentor,senior,Product Analytics,Web Analyst,mixpanel; excel; power bi; google analytics; python; a/b testing; sql,ru+en,online,5,True,1,False,0.0
mentor_137b46fd,Валерия Соловьёв,mentor,middle,Blockchain,Web3 Engineer,,ru,online,3,True,2,False,0.0
mentor_cf4742fc,Антон Андреев,mentor,senior,Mobile,Flutter Developer,android studio; xcode; flutter; rest api; git; firebase; swift; objective-c,en,online,9,True,5,False,0.0
mentor_30762a94,Кирилл Лебедев,mentor,senior,Product Analytics,Product Analyst,looker; a/b testing; sql; amplitude; google analytics; excel; tableau; mixpanel; statistics; cypress,ru+en,online,5,True,4,False,0.0
mentor_b74efc78,Екатерина Андреев,mentor,middle,Frontend,React Developer,typescript; webpack; vue; tailwind; angular; graphql; javascript; vite; css,ru,online,3,True,1,False,0.0
mentor_13358d25,Мария Андреев,mentor,senior,QA,Manual Tester,allure; sql; jmeter; python; api testing; git; appium; pytest,ru,offline,6,True,1,False,0.0
mentor_3ef35ca8,Надежда Кузнецов,mentor,senior,Cybersecurity,Penetration Tester,wireshark; owasp; penetration testing; burp suite; linux; python; network security,,hybrid,7,True,6,False,0.0
mentor_c615c382,Виктория Морозов,mentor,lead,Frontend,Vue Developer,,,online,19,True,5,True,0.12
mentor_e1cbe997,Алексей Новиков,mentor,middle,Data Science,ML Engineer,,,hybrid,2,False,0,True,0.15
mentor_6a9fe5b5,Андрей Егоров,mentor,senior,Backend,Systems Architect,kubernetes; node.js; sql; docker; kafka; postgresql; rest api; mongodb; java,en,hybrid,7,True,4,False,0.0
mentor_732c0878,Полина Лебедев,mentor,senior,Product Analytics,A/B Test Specialist,google analytics; statistics; excel; mixpanel; tableau; python; power bi; looker; a/b testing; opengl,ru,hybrid,11,True,8,False,0.0
mentor_a5a978ef,Ольга Борисов,mentor,senior,QA,Test Analyst,allure; selenium; postman; sql; jmeter; appium; cypress,ru,hybrid,12,True,5,False,0.0
mentor_45f0295c,Александр Макаров,mentor,middle,Cybersecurity,AppSec Engineer,cryptography; siem; penetration testing; nmap; metasploit; owasp; network security; wireshark,ru,online,4,True,3,False,0.0
mentor_4e2aa4e1,Ксения Захаров,mentor,lead,Backend,Systems Architect,kubernetes; node.js; java; docker; sql; postgresql; kafka; go; redis; grpc; python; mongodb; excel,,hybrid,20,True,2,False,0.0
mentor_16011a93,Антон Никитин,mentor,lead,Product Analytics,Retention Analyst,statistics; looker; google analytics; power bi; python; tableau; sql; excel; amplitude; mixpanel; a/b testing; wireshark,ru,hybrid,15,False,0,False,0.0
mentor_1967ede7,Юлия Смирнов,mentor,senior,Data Science,MLOps Engineer,,,hybrid,5,True,6,False,0.0
mentor_9fb7dbf4,Валерия Новиков,mentor,senior,QA,Test Analyst,jira; cypress; allure; postman; sql; test planning; jmeter; python,ru,online,11,True,8,True,0.18
mentor_352b9606,Ксения Андреев,mentor,senior,Product Analytics,Marketing Analyst,a/b testing; amplitude; python; statistics; tableau; power bi; sql; looker; google analytics,ru,online,12,True,5,False,0.0
mentor_1eded3df,Виктория Попов,mentor,senior,Cybersecurity,Security Architect,wireshark; network security; linux; owasp; nmap; burp suite; metasploit; objective-c,en,online,8,True,6,False,0.0
mentor_95e8d232,Артём Захаров,mentor,middle,Mobile,Swift Developer,java; git; firebase; rest api; objective-c; android studio; kotlin; xcode,ru+en,hybrid,6,True,4,False,0.0
mentor_6e0e76c0,Татьяна Николаев,mentor,middle,Backend,Software Engineer,,,,2,True,5,False,0.0
mentor_1eebcd0e,Полина Соколов,mentor,middle,Mobile,Mobile Architect,git; swift; objective-c; java; firebase; redis,ru,hybrid,2,True,5,False,0.0
mentor_ea21e6f1,Мария Макаров,mentor,middle,Product Analytics,Growth Analyst,tableau; a/b testing; excel; amplitude; sql; power bi; mixpanel; python; statistics,ru+en,,4,True,8,True,0.08
mentor_7c3049e4,Алина Кузнецов,mentor,senior,Frontend,React Developer,graphql; html; typescript; next.js; tailwind; figma; webpack; vite; angular,ru,hybrid,9,True,3,False,0.0
mentor_a5c6991a,Людмила Зайцев,mentor,senior,Product Analytics,A/B Test Specialist,google analytics; python; amplitude; power bi; mixpanel; a/b testing; sql,en,hybrid,6,True,6,False,0.0
mentor_913da29f,Наталья Никитин,mentor,lead,Game Development,Unity Developer,git; unreal engine; c#; unity; lua; python; physics simulation; game design; blender; c++; opengl,ru,online,18,True,4,False,0.0
mentor_358db10b,Михаил Степанов,mentor,lead,Cybersecurity,Penetration Tester,metasploit; nmap; burp suite; wireshark; python; penetration testing; network security; linux; swift,ru,online,12,True,3,False,0.0
mentor_4f2510ae,Тимур Кузнецов,mentor,senior,QA,Performance Tester,git; pytest; appium; python; test planning; jmeter; selenium; cypress; api testing; sql; allure,,online,8,True,8,False,0.0
mentor_cba64f63,Полина Васильев,mentor,lead,Blockchain,Web3 Engineer,hardhat; solidity; rust; defi; web3.js; smart contracts; typescript; ethers.js,ru,online,14,True,6,False,0.0
mentor_8088cdb5,Виктория Соколов,mentor,middle,DevOps,SRE,github actions; linux; aws; terraform; prometheus; ansible; helm,en,hybrid,5,True,2,False,0.0
mentor_6c2e43e7,Михаил Егоров,mentor,middle,Frontend,Angular Developer,css; tailwind; javascript; figma; next.js; html; react; vite,en,offline,3,True,2,False,0.0
mentor_111f95d8,Дарья Петров,mentor,senior,Mobile,Flutter Developer,ui/ux; react native; flutter; rest api; objective-c; xcode; java; firebase; git,ru,,9,True,1,False,0.0
mentor_fd423888,Денис Смирнов,mentor,senior,Mobile,Mobile Architect,ui/ux; swift; git; rest api; kotlin; java; objective-c; xcode; react native; android studio,ru,online,9,False,0,False,0.0
mentor_bc2a9437,Ирина Алексеев,mentor,middle,Data Science,Data Analyst,R; numpy; airflow; docker; scikit-learn,ru,online,2,False,0,False,0.0
mentor_ea749b7f,Арсений Козлов,mentor,middle,Backend,Java Developer,,,,6,True,6,False,0.0
mentor_d7038196,Виктория Новиков,mentor,lead,Game Development,Game Designer,unity; game design; python; c#; git; c++; blender; physics simulation; opengl,,online,18,True,4,False,0.0
mentor_61cf1e77,Григорий Захаров,mentor,senior,Blockchain,Solidity Developer,hardhat; smart contracts; rust; nft; ethereum; ethers.js; typescript; truffle; web3.js; solidity; python; defi,ru,online,5,True,6,False,0.0
mentor_0a0694bc,Дарья Васильев,mentor,middle,Game Development,Unreal Engine Developer,unreal engine; lua; python; physics simulation; opengl; blender; game design; android studio,,online,6,False,0,False,0.0
mentor_80cbd955,Дмитрий Никитин,mentor,senior,Game Development,Unreal Engine Developer,unreal engine; lua; git; blender; game design; opengl; physics simulation; python; c++; unity; c#,ru,hybrid,8,True,8,False,0.0
mentor_18355bc9,Ксения Никитин,mentor,senior,Data Science,NLP Engineer,spark; airflow; pandas; python; R; mlflow; docker; statistics; kafka; numpy,ru+en,online,12,True,1,False,0.0
mentor_218f5b0f,Никита Степанов,mentor,middle,Backend,Python Developer,node.js; docker; java; redis; postgresql; grpc,,,6,True,2,False,0.0
mentor_3b18e0d5,Наталья Павлов,mentor,senior,DevOps,SRE,grafana; jenkins; docker; aws; helm; github actions; ansible; kubernetes; linux; terraform; azure; prometheus,ru,hybrid,9,False,0,False,0.0
mentor_7a61bd84,Андрей Павлов,mentor,senior,Cybersecurity,Security Engineer,,,,12,True,3,False,0.0
mentor_872134a0,Роман Новиков,mentor,middle,Frontend,React Developer,webpack; vite; graphql; figma; tailwind; javascript; angular; vue; react,,,2,False,0,False,0.0
mentor_76ac0dcf,Татьяна Соловьёв,mentor,senior,Cybersecurity,Security Engineer,penetration testing; owasp; nmap; wireshark; burp suite; linux; cryptography; selenium,ru,,5,True,2,True,0.09
mentor_ab623d76,Никита Волков,mentor,senior,Cybersecurity,Malware Analyst,linux; siem; owasp; python; penetration testing; nmap; cryptography; wireshark; burp suite,ru,,11,True,5,False,0.0
mentor_81a5084e,Тимур Зайцев,mentor,lead,Game Development,Gameplay Programmer,blender; git; game design; lua; python; physics simulation; c++; unreal engine; unity; kubernetes,ru,online,19,True,4,False,0.0
mentor_0191d064,Алексей Семёнов,mentor,lead,Mobile,Android Developer,rest api; xcode; java; kotlin; react native; swift; flutter; git,ru,online,9,False,0,False,0.0
mentor_21b6bf3d,Алина Орлов,mentor,senior,Blockchain,Crypto Analyst,typescript; rust; solidity; nft; smart contracts; hardhat; ethers.js; truffle; ethereum; web3.js; defi,en,online,7,True,8,False,0.0
mentor_9178d0ab,Мария Андреев,mentor,lead,Cybersecurity,Incident Response Analyst,network security; linux; wireshark; burp suite; metasploit; python; nmap; owasp; cryptography; penetration testing,,,10,True,4,False,0.0
mentor_ed421f7b,Светлана Степанов,mentor,middle,Backend,Python Developer,grpc; sql; node.js; kubernetes; kafka; redis; go,en,offline,4,True,1,False,0.0
mentor_74be79c2,Михаил Павлов,mentor,senior,Product Analytics,Marketing Analyst,,,offline,10,False,0,False,0.0
mentor_0c4bee88,Роман Попов,mentor,lead,Game Development,Gameplay Programmer,blender; game design; python; unreal engine; git; c++; opengl; lua; java,ru+en,online,10,True,4,False,0.0
mentor_27a90cf0,Михаил Кузнецов,mentor,middle,Blockchain,Crypto Analyst,python; hardhat; nft; web3.js; rust; smart contracts; defi; truffle,,online,3,True,6,False,0.0
mentor_d293ef1f,Екатерина Андреев,mentor,lead,Cybersecurity,Security Engineer,python; owasp; siem; network security; burp suite; cryptography; wireshark; linux; metasploit; penetration testing; nmap,ru+en,offline,17,True,8,False,0.0
mentor_c7585edf,Александр Новиков,mentor,senior,Frontend,Vue Developer,html; webpack; typescript; next.js; vue; figma; vite; tailwind; javascript; react,en,offline,7,True,2,False,0.0
mentor_abf5d928,Надежда Макаров,mentor,senior,DevOps,DevOps Engineer,grafana; kubernetes; linux; terraform; docker; ansible; bash; jenkins; azure; helm; gcp,en,online,11,True,8,False,0.0
mentor_d232e428,Александр Никитин,mentor,lead,Mobile,Mobile Architect,flutter; kotlin; java; xcode; git; firebase; react native; ui/ux; swift,en,offline,16,False,0,False,0.0
mentor_24246b8b,Анна Соколов,mentor,senior,Cybersecurity,SOC Analyst,network security; burp suite; python; linux; nmap; siem; cryptography; owasp; metasploit; wireshark; penetration testing; rest api,,online,9,True,2,False,0.0
mentor_7e697968,Михаил Козлов,mentor,senior,Backend,Software Engineer,mongodb; docker; kubernetes; go; java; redis; microservices; postgresql; prometheus,en,hybrid,12,True,8,False,0.0
mentor_0e47b144,Полина Козлов,mentor,middle,QA,SDET,appium; jira; pytest; selenium; git,ru+en,online,5,False,0,False,0.0
mentor_4f7aec73,Артём Васильев,mentor,senior,Frontend,React Developer,css; next.js; webpack; tailwind; graphql; vite; html; typescript; vue,ru,hybrid,8,True,1,False,0.0
mentor_c68034b2,Егор Макаров,mentor,senior,Game Development,Unreal Engine Developer,physics simulation; python; lua; unreal engine; game design; git; opengl; unity; c++; blender; c#,ru+en,online,8,True,5,False,0.0
mentor_b5dcc2ff,Александр Волков,mentor,middle,Frontend,Vue Developer,,,,3,True,1,False,0.0
mentor_5bc8d838,Антон Зайцев,mentor,lead,Game Development,Technical Artist,blender; unity; git; physics simulation; c++; c#; python; opengl; unreal engine,en,hybrid,14,True,2,False,0.0
mentor_98d53390,Валерия Соколов,mentor,senior,Game Development,Unity Developer,opengl; c#; game design; unreal engine; physics simulation; c++; git,ru,,8,True,4,False,0.0
mentor_6a36c8c9,Елена Алексеев,mentor,middle,Data Science,Research Scientist,spark; airflow; mlflow; pytorch; kafka; python; R; numpy; scikit-learn,ru+en,online,4,True,3,False,0.0
mentor_e74c6d7c,Надежда Алексеев,mentor,senior,Blockchain,DeFi Developer,hardhat; truffle; ethereum; web3.js; ethers.js; python; solidity; smart contracts; rust; defi; typescript,en,online,11,True,1,False,0.0
mentor_e0c424b3,Полина Михайлов,mentor,lead,QA,Test Analyst,,,online,14,True,8,False,0.0
mentor_cffccc4b,Анна Андреев,mentor,middle,Cybersecurity,Malware Analyst,siem; metasploit; nmap; network security; penetration testing; cryptography; python; burp suite,ru,hybrid,2,True,3,False,0.0
mentor_eb285f45,Александр Борисов,mentor,lead,Product Analytics,Product Analyst,tableau; a/b testing; sql; mixpanel; amplitude; excel; google analytics; power bi; python; looker; statistics,,online,20,False,0,False,0.0
mentor_2f7b3dc7,Александр Зайцев,mentor,senior,QA,SDET,api testing; pytest; allure; selenium; sql; cypress; postman; appium; test planning; jmeter; git,ru+en,hybrid,6,True,5,False,0.0
mentor_cb76fefe,Никита Андреев,mentor,senior,Game Development,Gameplay Programmer,blender; git; opengl; c++; unreal engine; lua; physics simulation; unity; python; c#; game design,en,online,5,True,8,True,0.05
mentor_24ef7a6d,Анна Андреев,mentor,lead,Product Analytics,Retention Analyst,power bi; mixpanel; amplitude; looker; tableau; python; sql; a/b testing; excel,ru,hybrid,14,True,8,False,0.0
mentor_4e025bc5,Артём Фёдоров,mentor,senior,DevOps,SRE,prometheus; terraform; kubernetes; jenkins; github actions; bash; gcp; azure; docker; ansible; aws; grafana,ru,online,12,True,2,False,0.0
mentor_152ced6a,Александр Андреев,mentor,middle,QA,Performance Tester,,ru,hybrid,6,True,8,False,0.0
mentor_667ed4e9,Светлана Алексеев,mentor,senior,Blockchain,Web3 Engineer,web3.js; ethereum; solidity; truffle; typescript; defi; smart contracts; rust; selenium,ru,offline,12,True,4,False,0.0
mentor_1d548a1e,Елена Иванов,mentor,middle,Game Development,Game Designer,git; python; game design; opengl; physics simulation; c++; unity; lua; blender,ru,online,6,True,5,False,0.0
mentor_7b689da5,Григорий Зайцев,mentor,senior,QA,Test Automation Engineer,allure; test planning; appium; python; pytest; cypress; selenium,ru,online,5,True,4,False,0.0
mentor_4a72b01b,Людмила Смирнов,mentor,senior,Frontend,Angular Developer,vite; graphql; react; vue; angular; tailwind; html; webpack; javascript; next.js,ru,online,10,True,8,False,0.0
mentor_df52e7cf,Роман Никитин,mentor,lead,Product Analytics,Product Analyst,statistics; mixpanel; power bi; amplitude; google analytics; python; sql; a/b testing; looker; truffle,ru,hybrid,16,True,5,False,0.0
mentor_7d159b8a,Сергей Козлов,mentor,middle,Frontend,Web Developer,css; webpack; graphql; react; next.js,ru,online,6,True,8,True,0.11
mentor_59abf2cf,Сергей Смирнов,mentor,middle,Data Science,Data Scientist,,,,2,True,6,False,0.0
mentor_6e711e4d,Дмитрий Никитин,mentor,senior,DevOps,CI/CD Engineer,linux; docker; github actions; ansible; gcp; helm; prometheus; grafana; jenkins; bash; terraform; xcode,ru,hybrid,6,False,0,False,0.0
mentor_1e8895df,Надежда Смирнов,mentor,senior,Blockchain,DeFi Developer,ethers.js; rust; ethereum; python; web3.js; hardhat; typescript; solidity; microservices,ru,offline,12,True,6,False,0.0
mentor_ee716174,Андрей Смирнов,mentor,senior,Blockchain,Smart Contract Developer,ethereum; hardhat; truffle; rust; defi; nft; ethers.js; python; smart contracts; web3.js; solidity; postman,ru,online,10,True,2,False,0.0
mentor_c3a3231c,Арсений Степанов,mentor,senior,Product Analytics,Retention Analyst,amplitude; excel; sql; looker; power bi; mixpanel; statistics; python; tableau; a/b testing; google analytics,ru,online,6,False,0,False,0.0
mentor_9d320bf9,Людмила Фёдоров,mentor,lead,Backend,Systems Architect,redis; kubernetes; rest api; node.js; go; postgresql; kafka; java; grpc; python; microservices,en,hybrid,13,True,5,False,0.0
mentor_d906f34f,Михаил Степанов,mentor,middle,Frontend,TypeScript Developer,vite; javascript; react; html; vue; figma; typescript; css; graphql,en,online,3,True,8,False,0.0
mentor_08c07d0f,Андрей Лебедев,mentor,senior,Frontend,Vue Developer,html; css; tailwind; graphql; javascript; figma; webpack; typescript; angular; react; vite,ru,online,9,True,6,False,0.0
mentor_e185429f,Тамара Фёдоров,mentor,lead,Frontend,Vue Developer,,,offline,15,True,3,False,0.0
mentor_b7f217f1,Егор Фёдоров,mentor,lead,DevOps,CI/CD Engineer,grafana; gcp; azure; terraform; aws; bash; github actions; linux; helm,en,online,20,True,8,False,0.0
mentor_ccf1a3c1,Тамара Морозов,mentor,senior,Game Development,Gameplay Programmer,physics simulation; game design; git; unity; unreal engine; c#; opengl; python; c++; blender,ru,online,10,False,0,True,0.14
mentor_c141d8ff,Мария Егоров,mentor,middle,Cybersecurity,Security Architect,owasp; siem; cryptography; python; nmap; penetration testing; metasploit; linux; burp suite,en,online,6,True,4,False,0.0
mentor_d2274e78,Тимур Семёнов,mentor,lead,Data Science,BI Analyst,pytorch; statistics; tensorflow; numpy; kafka; airflow; scikit-learn; sql; docker; pandas; mlflow; R; python; spark,ru,online,13,True,8,False,0.0
mentor_27df1f44,Дарья Петров,mentor,senior,Mobile,Kotlin Developer,ui/ux; firebase; flutter; react native; rest api; java; swift; android studio; xcode,ru,online,7,True,5,False,0.0
mentor_db95ce7f,Людмила Егоров,mentor,middle,Backend,Software Engineer,mongodb; go; rest api; grpc; microservices; python; kubernetes; docker,en,online,5,True,2,False,0.0
mentor_8bbc9487,Никита Семёнов,mentor,senior,Blockchain,Smart Contract Developer,solidity; ethers.js; nft; ethereum; typescript; rust; smart contracts; web3.js; hardhat,ru,online,9,False,0,False,0.0
mentor_6bfeb5ff,Никита Смирнов,mentor,middle,Game Development,Technical Artist,opengl; unreal engine; blender; c#; game design; c++; lua,ru,online,4,True,8,False,0.0
mentor_bff7a739,Егор Алексеев,mentor,senior,Blockchain,DeFi Developer,ethereum; truffle; web3.js; hardhat; typescript; solidity; nft; python; defi; ethers.js; smart contracts,ru,online,9,True,5,False,0.0
mentor_f311e71c,Валерия Иванов,mentor,middle,Backend,Software Engineer,docker; python; kubernetes; microservices; java; node.js,ru,,5,True,5,False,0.0
mentor_6d701803,Юлия Семёнов,mentor,lead,Backend,Backend Developer,go; java; kubernetes; python; node.js; mongodb; kafka; redis; postgresql; rest api; grpc; sql,,,12,True,4,False,0.0
mentor_fb404488,Антон Кузнецов,mentor,middle,Product Analytics,Product Analyst,amplitude; google analytics; sql; python; a/b testing; tableau; looker,en,offline,4,True,3,False,0.0
mentor_6a8c644c,Екатерина Лебедев,mentor,senior,Backend,Backend Developer,sql; python; mongodb; kubernetes; redis; node.js; rest api; go; postgresql; microservices; java,ru,hybrid,11,True,5,True,0.13
mentor_dcf3168d,Иван Соловьёв,mentor,senior,Blockchain,Blockchain Developer,smart contracts; defi; ethers.js; python; typescript; hardhat; truffle; web3.js; solidity; nft; rust,ru,offline,6,True,5,False,0.0
mentor_39ae2935,Тамара Егоров,mentor,senior,Mobile,Mobile Architect,rest api; android studio; xcode; objective-c; kotlin; flutter; java; swift,ru,hybrid,10,True,6,False,0.0
mentor_65c059b4,Валерия Андреев,mentor,lead,Mobile,Mobile Architect,flutter; objective-c; kotlin; firebase; rest api; xcode; java; android studio; git; ui/ux; react native; nft,ru,offline,18,True,4,False,0.0
mentor_7a27932d,Ольга Попов,mentor,senior,Blockchain,Blockchain Developer,python; hardhat; smart contracts; ethereum; solidity; rust; ethers.js; truffle; defi; nft; typescript,ru+en,online,7,True,1,False,0.0
mentor_094e4b6d,Дмитрий Зайцев,mentor,senior,Product Analytics,Web Analyst,tableau; a/b testing; power bi; sql; google analytics; looker; excel; statistics; python; mixpanel; amplitude,ru,offline,7,True,2,False,0.0
mentor_44d786b9,Екатерина Волков,mentor,middle,Backend,Java Developer,grpc; docker; sql; kubernetes; python; go; java; postgresql; rest api,en,online,5,True,8,False,0.0
mentor_f7eef8f3,Валерия Петров,mentor,lead,Blockchain,DeFi Developer,,,online,18,True,3,False,0.0
mentor_bb20cdaf,Ксения Соколов,mentor,lead,Data Science,MLOps Engineer,statistics; numpy; sql; python; airflow; kafka; R; tensorflow; scikit-learn; pandas; docker; spark; pytorch; mlflow,en,online,9,True,4,False,0.0
mentor_6a0514aa,Никита Захаров,mentor,senior,Game Development,Game Designer,python; opengl; lua; unity; game design; physics simulation; c#; git; unreal engine; blender,en,online,7,True,4,False,0.0
mentor_b1ee6f90,Тамара Никитин,mentor,middle,Backend,Software Engineer,node.js; java; kubernetes; kafka; mongodb; grpc; python; redis; postgresql,ru,online,5,False,0,False,0.0
mentor_cae90599,Екатерина Степанов,mentor,middle,Product Analytics,CRM Analyst,tableau; google analytics; sql; amplitude; a/b testing; excel; mixpanel; statistics; python,,,5,True,6,False,0.0
mentor_c43cf7aa,Никита Алексеев,mentor,senior,Product Analytics,Marketing Analyst,python; tableau; a/b testing; statistics; power bi; google analytics; looker; excel; mixpanel,ru,hybrid,6,True,8,False,0.0
mentor_055400fa,Татьяна Петров,mentor,middle,Cybersecurity,Security Architect,,,,3,True,5,False,0.0
mentor_87d898a8,Юлия Попов,mentor,middle,Game Development,Gameplay Programmer,game design; c++; git; unreal engine; python,ru,online,5,True,3,False,0.0
mentor_f6d72ccf,Виктория Новиков,mentor,senior,Frontend,TypeScript Developer,,ru,offline,10,True,1,False,0.0
mentor_cbaf12c6,Алексей Михайлов,mentor,middle,DevOps,Kubernetes Engineer,azure; linux; prometheus; grafana; helm; docker; bash; ansible; terraform; wireshark,ru,offline,5,False,0,False,0.0
mentor_dc32d526,Александр Новиков,mentor,lead,Blockchain,Solidity Developer,ethers.js; ethereum; web3.js; smart contracts; rust; hardhat; nft; python; defi; solidity; typescript,ru,offline,17,False,0,False,0.0
mentor_baf4454e,Анна Андреев,mentor,lead,Data Science,Computer Vision Engineer,scikit-learn; pytorch; docker; spark; sql; statistics; pandas; python; tensorflow; airflow; kafka; numpy; mlflow,ru+en,online,13,True,4,False,0.0
mentor_08d1e4de,Ксения Козлов,mentor,middle,Game Development,Game Designer,c++; lua; opengl; blender; physics simulation; git; python; unreal engine,,,4,True,6,False,0.0
mentor_2ab15e1e,Светлана Николаев,mentor,senior,Blockchain,Web3 Engineer,truffle; smart contracts; rust; hardhat; ethers.js; nft; defi,en,online,5,True,3,False,0.0
mentor_c2fa2594,Михаил Петров,mentor,senior,Game Development,Game Designer,,,online,11,True,8,False,0.0
mentor_1354be55,Михаил Макаров,mentor,middle,Game Development,Technical Artist,blender; unity; c#; git; opengl; python,ru,online,2,True,5,False,0.0
mentor_586b81ca,Екатерина Новиков,mentor,middle,Frontend,Web Developer,typescript; css; figma; next.js; vite; javascript; webpack; react; angular,ru,online,5,True,1,False,0.0
mentor_e72ef576,Артём Егоров,mentor,senior,Game Development,Unreal Engine Developer,opengl; lua; c#; unreal engine; blender; unity; c++; python; physics simulation; game design; git,,online,7,True,4,False,0.0
mentor_835cd352,Денис Лебедев,mentor,middle,Data Science,BI Analyst,tensorflow; docker; python; R; spark; numpy; kafka; pandas,en,,4,False,0,False,0.0
mentor_ac399d34,Арсений Петров,mentor,middle,Game Development,Gameplay Programmer,opengl; python; game design; unreal engine; lua; unity; c#; c++; blender,ru,online,4,False,0,False,0.0
mentor_dd19c791,Ольга Макаров,mentor,senior,Data Science,MLOps Engineer,sql; docker; mlflow; numpy; pandas; spark; airflow,,online,12,False,0,False,0.0
mentor_8f05c4fb,Михаил Соловьёв,mentor,senior,Product Analytics,Product Analyst,power bi; python; excel; a/b testing; mixpanel; tableau; looker,ru,online,12,True,8,False,0.0
mentor_a8a0a2a2,Григорий Егоров,mentor,middle,Product Analytics,Retention Analyst,amplitude; statistics; python; a/b testing; google analytics; mixpanel,ru,offline,2,True,1,False,0.0
mentor_f3adf959,Владимир Новиков,mentor,middle,Backend,Database Engineer,,,hybrid,4,False,0,False,0.0
mentor_90f2f84a,Елена Иванов,mentor,lead,DevOps,Cloud Engineer,docker; jenkins; bash; azure; prometheus; helm; gcp; terraform,ru,online,11,True,2,True,0.08
mentor_e33486c5,Светлана Захаров,mentor,lead,QA,Test Automation Engineer,postman; appium; selenium; api testing; cypress; allure; sql; git; test planning; jira; pytest; python; jmeter,ru+en,online,16,False,0,False,0.0
mentor_e53caf1c,Вера Макаров,mentor,middle,Data Science,Computer Vision Engineer,tensorflow; spark; pytorch; mlflow; docker; pandas; sql; numpy; scikit-learn; mongodb,en,hybrid,3,False,0,False,0.0
mentor_bbd3c27a,Вера Егоров,mentor,middle,Cybersecurity,Security Engineer,,,,5,False,0,True,0.2
mentor_7d21a429,Антон Соловьёв,mentor,lead,Game Development,Game Designer,,,,18,True,2,False,0.0
mentor_c6854779,Анна Петров,mentor,senior,Product Analytics,Growth Analyst,sql; a/b testing; amplitude; mixpanel; google analytics; statistics; python; looker; excel; tableau; html,,offline,12,False,0,False,0.0
mentor_4c444d29,Алексей Фёдоров,mentor,lead,Blockchain,DeFi Developer,nft; truffle; ethers.js; solidity; smart contracts; ethereum; hardhat; rust,ru,online,14,True,8,False,0.0
mentor_dec23718,Андрей Алексеев,mentor,senior,QA,Test Automation Engineer,,,online,12,True,4,True,0.16
mentor_09f65f00,Андрей Михайлов,mentor,middle,DevOps,Platform Engineer,github actions; helm; bash; jenkins; linux; terraform; excel,en,online,5,True,5,True,0.19
mentor_1ccd0948,Екатерина Захаров,mentor,middle,Cybersecurity,SOC Analyst,wireshark; nmap; siem; metasploit; owasp; burp suite; python,en,online,3,True,1,False,0.0
mentor_53d93207,Егор Попов,mentor,middle,Frontend,React Developer,typescript; next.js; vue; vite; angular; graphql,ru+en,hybrid,5,True,4,False,0.0
mentor_68464f1d,Арсений Козлов,mentor,middle,Backend,Database Engineer,postgresql; kafka; microservices; rest api; mongodb; python; go,ru,online,4,True,8,False,0.0
mentor_d497a435,Арсений Попов,mentor,lead,Blockchain,Solidity Developer,,ru,hybrid,18,True,3,False,0.0
mentor_df714eeb,Мария Иванов,mentor,middle,Mobile,Mobile Architect,ui/ux; kotlin; swift; git; rest api; react native; xcode; android studio,ru,online,6,True,3,False,0.0
mentor_81409f63,Иван Смирнов,mentor,senior,Cybersecurity,AppSec Engineer,wireshark; penetration testing; metasploit; cryptography; burp suite; python; siem; network security; owasp; linux; nmap; blender,en,offline,8,True,1,False,0.0
mentor_59a3877f,Дмитрий Соловьёв,mentor,senior,Frontend,Angular Developer,typescript; next.js; graphql; vite; vue; react; webpack; html; css; javascript; figma; angular; rust,ru+en,online,12,True,2,True,0.06
mentor_9638101c,Наталья Новиков,mentor,senior,DevOps,SRE,helm; docker; prometheus; kubernetes; gcp; jenkins; terraform,ru,offline,9,True,4,False,0.0
mentor_3e563cf6,Михаил Семёнов,mentor,middle,DevOps,CI/CD Engineer,terraform; prometheus; grafana; azure; docker; github actions; aws; linux,ru+en,online,3,False,0,False,0.0
mentor_3e2e53b1,Мария Иванов,mentor,senior,Data Science,MLOps Engineer,numpy; spark; pytorch; R; airflow; mlflow; sql,ru,online,12,False,0,False,0.0
mentor_a5192cfb,Арсений Соколов,mentor,middle,Backend,Python Developer,kubernetes; redis; microservices; postgresql; node.js; grpc; kafka; mongodb; java; prometheus,ru,online,4,True,8,False,0.0
mentor_5aeb7a97,Тамара Попов,mentor,senior,Product Analytics,A/B Test Specialist,python; amplitude; statistics; power bi; excel; sql; a/b testing; looker,ru,hybrid,8,True,6,False,0.0
mentor_8f2d3563,Татьяна Николаев,mentor,lead,Frontend,React Developer,graphql; vue; tailwind; figma; react; css; next.js; angular; javascript; webpack; typescript,ru,hybrid,11,True,1,False,0.0
mentor_43dd17b8,Вера Лебедев,mentor,middle,Cybersecurity,Security Engineer,network security; python; owasp; cryptography; wireshark; penetration testing; metasploit; siem,,online,4,True,6,False,0.0
