id,name,level_raw,level_score,domain,profession,language,language_set,format,format_set,skills_normalized,skills_missing,domain_vector,domain_fallback,experience_years,experience_norm,available,hours_per_week,boosted,boost_k
mentor_f2d0da7c,Светлана Никитин,lead,4,Product Analytics,Product Analyst,ru,ru,online,online,google analytics; python; excel; sql; a/b testing; mixpanel; amplitude; power bi; tableau; looker; statistics; mongodb,0,"0.0438,0.0202,0.0214,0.0716,0.0072,0.0103,0.0242,0.0067,0.7522,0.0425",0,14,0.8895,True,6,False,0.0
mentor_5a92cd5f,Владимир Михайлов,middle,2,Product Analytics,Web Analyst,ru+en,en|ru,offline,offline,tableau; statistics; a/b testing; power bi; google analytics; looker; mixpanel,0,"0.0418,0.0249,0.0186,0.0721,0.0046,0.0118,0.0191,0.0035,0.7682,0.0355",0,6,0.6392,True,8,True,0.15
mentor_b8619ca1,Роман Зайцев,senior,3,Frontend,Angular Developer,,,hybrid,hybrid|offline|online,vue; graphql; typescript; css; tailwind; javascript; vite,0,"0.004,0.0416,0.0047,0.0075,0.0061,0.9095,0.0055,0.002,0.007,0.0121",0,5,0.5885,True,2,False,0.0
mentor_52bdbea6,Ольга Борисов,middle,2,Blockchain,Solidity Developer,ru,ru,online,online,typescript; smart contracts; rust; nft; defi; truffle,0,"0.0202,0.8232,0.0212,0.015,0.0032,0.0518,0.0169,0.0072,0.0234,0.018",0,4,0.5286,True,6,False,0.0
mentor_2eec03d8,Дмитрий Андреев,senior,3,Cybersecurity,Incident Response Analyst,ru,ru,offline,offline,burp suite; penetration testing; cryptography; linux; wireshark; owasp; siem; network security; nmap; metasploit,0,"0.0196,0.0247,0.8267,0.0173,0.0407,0.0048,0.0185,0.0073,0.0222,0.0181",0,6,0.6392,False,0,False,0.0
mentor_70d8efa8,Алексей Соколов,senior,3,QA,QA Lead,,,,,,1,"0.0365,0.016,0.0163,0.0362,0.006,0.0138,0.0503,0.0255,0.0415,0.7579",0,9,0.7563,True,1,False,0.0
mentor_3f4e9493,Татьяна Кузнецов,senior,3,Product Analytics,Retention Analyst,ru,ru,online,online,mixpanel; statistics; a/b testing; sql; amplitude; looker; google analytics,0,"0.0357,0.0225,0.0213,0.0654,0.0071,0.0088,0.0237,0.0056,0.7712,0.0388",0,9,0.7563,True,4,False,0.0
mentor_46318a06,Егор Николаев,middle,2,DevOps,Infrastructure Engineer,en,en,offline,offline,prometheus; azure; terraform; helm; jenkins; aws; html,0,"0.0696,0.0085,0.0463,0.0386,0.7917,0.0118,0.009,0.0115,0.0059,0.0071",0,5,0.5885,True,1,False,0.0
mentor_284be1bb,Татьяна Соколов,senior,3,Blockchain,Blockchain Developer,ru,ru,online,online,,1,"0.0231,0.8127,0.0219,0.0156,0.006,0.0466,0.0239,0.0072,0.0235,0.0194",0,12,0.8425,False,0,False,0.0
mentor_94258d67,Вера Никитин,senior,3,Backend,Database Engineer,ru,ru,hybrid,hybrid|offline|online,grpc; java; microservices; sql; rest api; node.js; kubernetes; redis; postgresql; mongodb; go,0,"0.6365,0.017,0.0142,0.0913,0.0535,0.0035,0.0203,0.0843,0.0421,0.0372",0,5,0.5885,True,6,True,0.16
mentor_a61c1bc4,Ксения Соколов,senior,3,DevOps,Cloud Engineer,en,en,online,online,gcp; github actions; aws; grafana; prometheus; kubernetes; azure; linux; docker; helm; terraform,0,"0.0596,0.0067,0.0454,0.0325,0.81,0.0096,0.0105,0.0094,0.0097,0.0066",0,9,0.7563,False,0,False,0.0
mentor_320120b5,Тамара Борисов,senior,3,Backend,API Developer,ru,ru,offline,offline,postgresql; python; go; docker; rest api; kafka; node.js; java; sql; microservices,0,"0.6304,0.0198,0.0192,0.0887,0.0593,0.008,0.0174,0.0719,0.0431,0.0423",0,12,0.8425,True,6,False,0.0
mentor_73b7a079,Светлана Захаров,senior,3,Frontend,UI Developer,ru,ru,online,online,react; typescript; graphql; vite; css; webpack; next.js; figma,0,"0.0054,0.0507,0.0054,0.0092,0.0079,0.893,0.0057,0.0022,0.0107,0.0098",0,10,0.7876,True,4,False,0.0
mentor_1056c6dd,Егор Волков,senior,3,DevOps,Infrastructure Engineer,ru,ru,online,online,kubernetes; github actions; helm; gcp; azure; terraform; bash; prometheus; aws; linux; docker; flutter,0,"0.0696,0.0085,0.0463,0.0386,0.7917,0.0118,0.009,0.0115,0.0059,0.0071",0,7,0.683,False,0,True,0.1
mentor_d3f9a84e,Ольга Павлов,senior,3,Game Development,Technical Artist,,,online,online,c++; blender; python; c#; lua; opengl; unity; git; next.js,0,"0.0179,0.0218,0.024,0.0174,0.0128,0.0071,0.8023,0.0286,0.0235,0.0445",0,7,0.683,True,2,False,0.0
mentor_653c2dd9,Наталья Михайлов,senior,3,DevOps,Kubernetes Engineer,ru,ru,offline,offline,jenkins; azure; bash; helm; prometheus; linux; grafana; docker,0,"0.0642,0.0039,0.0491,0.033,0.8084,0.011,0.009,0.0091,0.0072,0.0052",0,5,0.5885,False,0,False,0.0
mentor_462ec70c,Антон Иванов,senior,3,Cybersecurity,Malware Analyst,ru,ru,offline,offline,linux; siem; nmap; cryptography; metasploit; burp suite; python,0,"0.0167,0.0272,0.8141,0.0154,0.0463,0.0101,0.0167,0.0072,0.0249,0.0213",0,12,0.8425,True,1,False,0.0
mentor_a82c1424,Ольга Кузнецов,lead,4,Blockchain,Solidity Developer,ru,ru,hybrid,hybrid|offline|online,rust; truffle; ethers.js; ethereum; hardhat; defi; web3.js; smart contracts; python; solidity; git,0,"0.0202,0.8232,0.0212,0.015,0.0032,0.0518,0.0169,0.0072,0.0234,0.018",0,20,1.0,True,8,False,0.0
mentor_e9e5bf4d,Михаил Семёнов,senior,3,QA,QA Lead,ru,ru,online,online,sql; postman; test planning; pytest; api testing; jmeter; appium; cypress; git; allure; jira,0,"0.0365,0.016,0.0163,0.0362,0.006,0.0138,0.0503,0.0255,0.0415,0.7579",0,9,0.7563,True,8,False,0.0
mentor_ad92b2f8,Максим Павлов,middle,2,Cybersecurity,Security Architect,,,,,network security; linux; cryptography; wireshark; siem; owasp; git,0,"0.0145,0.0202,0.8354,0.0142,0.0483,0.007,0.0196,0.0106,0.0172,0.013",0,3,0.4553,True,8,False,0.0
mentor_4225ed18,Ксения Семёнов,senior,3,DevOps,Infrastructure Engineer,ru,ru,online,online,bash; aws; docker; ansible; helm; linux; grafana; gcp,0,"0.0696,0.0085,0.0463,0.0386,0.7917,0.0118,0.009,0.0115,0.0059,0.0071",0,5,0.5885,False,0,False,0.0
mentor_718e4b12,Ольга Михайлов,senior,3,Blockchain,Solidity Developer,ru+en,en|ru,online,online,web3.js; nft; smart contracts; solidity; typescript; ethereum; ethers.js; truffle; hardhat; defi; rust; python,0,"0.0202,0.8232,0.0212,0.015,0.0032,0.0518,0.0169,0.0072,0.0234,0.018",0,5,0.5885,True,5,False,0.0
mentor_38cc9964,Виктория Фёдоров,senior,3,Frontend,React Developer,en,en,hybrid,hybrid|offline|online,angular; webpack; typescript; vue; figma; tailwind; javascript; next.js; css; graphql; react; html,0,"0.0049,0.0486,0.0047,0.0114,0.0081,0.8855,0.0056,0.0111,0.0117,0.0083",0,6,0.6392,True,4,False,0.0
mentor_02a821f0,Артём Борисов,lead,4,QA,Test Automation Engineer,ru,ru,online,online,test planning; python; pytest; git; cypress; sql; api testing; jmeter; appium,0,"0.0335,0.0177,0.0178,0.0284,0.0066,0.0075,0.0436,0.0317,0.0358,0.7772",0,14,0.8895,False,0,False,0.0
mentor_a07e2ee1,Валерия Петров,lead,4,Data Science,Research Scientist,en,en,,,statistics; spark; scikit-learn; pandas; sql; pytorch; mlflow; kafka; tensorflow; numpy,0,"0.0847,0.0166,0.0225,0.7038,0.0269,0.0117,0.0174,0.0093,0.0745,0.0327",0,12,0.8425,True,4,False,0.0
mentor_70fab2bc,Дмитрий Иванов,lead,4,Backend,Java Developer,ru,ru,online,online,microservices; redis; mongodb; kafka; postgresql; docker; python; kubernetes; sql; c++,0,"0.6078,0.0296,0.0168,0.0856,0.0706,0.0073,0.0234,0.0744,0.0485,0.0358",0,17,0.9494,True,5,False,0.0
mentor_0babe618,Тамара Никитин,senior,3,Product Analytics,Retention Analyst,ru,ru,online,online,power bi; tableau; excel; mixpanel; statistics; a/b testing; google analytics; amplitude,0,"0.0357,0.0225,0.0213,0.0654,0.0071,0.0088,0.0237,0.0056,0.7712,0.0388",0,8,0.7217,True,2,False,0.0
mentor_a1842e2b,Алина Макаров,senior,3,Mobile,React Native Developer,ru+en,en|ru,online,online,react native; xcode; kotlin; objective-c; flutter; git; ui/ux; firebase,0,"0.0682,0.0094,0.0081,0.0146,0.0156,0.0039,0.0394,0.8003,0.0059,0.0347",0,9,0.7563,False,0,False,0.0
mentor_87c0853e,Людмила Лебедев,senior,3,QA,QA Lead,,,online,online,python; allure; sql; postman; selenium; jira; jmeter; cypress; test planning,0,"0.0365,0.016,0.0163,0.0362,0.006,0.0138,0.0503,0.0255,0.0415,0.7579",0,11,0.8162,True,3,True,0.18
mentor_a872facd,Ирина Степанов,middle,2,Backend,API Developer,ru+en,en|ru,online,online,python; java; grpc; mongodb; node.js,0,"0.6304,0.0198,0.0192,0.0887,0.0593,0.008,0.0174,0.0719,0.0431,0.0423",0,5,0.5885,False,0,False,0.0
mentor_b9988d45,Алексей Смирнов,middle,2,Blockchain,Smart Contract Developer,ru,ru,hybrid,hybrid|offline|online,hardhat; nft; rust; smart contracts; ethers.js; defi,0,"0.0202,0.8158,0.0206,0.0176,0.0051,0.0538,0.0169,0.0084,0.0222,0.0194",0,4,0.5286,True,2,False,0.0
mentor_e6b967bd,Михаил Лебедев,senior,3,Frontend,TypeScript Developer,en,en,hybrid,hybrid|offline|online,next.js; vite; angular; javascript; figma; html; tailwind; react; vue; typescript; webpack; css,0,"0.0086,0.0491,0.0095,0.0101,0.0086,0.8805,0.0127,0.0043,0.0105,0.0061",0,6,0.6392,True,2,False,0.0
mentor_59c50d59,Иван Соколов,senior,3,Cybersecurity,Incident Response Analyst,,,hybrid,hybrid|offline|online,,1,"0.0196,0.0247,0.8267,0.0173,0.0407,0.0048,0.0185,0.0073,0.0222,0.0181",0,7,0.683,True,3,False,0.0
mentor_b7d2d5df,Сергей Соловьёв,middle,2,Game Development,Technical Artist,ru,ru,online,online,c++; c#; opengl; physics simulation; python; unity; blender,0,"0.0179,0.0218,0.024,0.0174,0.0128,0.0071,0.8023,0.0286,0.0235,0.0445",0,6,0.6392,True,6,False,0.0
mentor_f4dac757,Валерия Борисов,middle,2,Mobile,Flutter Developer,,,online,online,,1,"0.086,0.0079,0.0067,0.0074,0.0073,0.0057,0.0321,0.8105,0.0081,0.0283",0,5,0.5885,True,3,False,0.0
mentor_a0200152,Виктория Фёдоров,middle,2,Mobile,React Native Developer,ru,ru,online,online,flutter; rest api; react native; ui/ux; java; firebase,0,"0.0682,0.0094,0.0081,0.0146,0.0156,0.0039,0.0394,0.8003,0.0059,0.0347",0,4,0.5286,True,3,False,0.0
mentor_c55c3c2b,Александр Новиков,lead,4,Frontend,Frontend Developer,ru,ru,,,webpack; figma; css; html; javascript; angular; typescript; graphql; vue,0,"0.0061,0.0449,0.0074,0.0087,0.0131,0.8929,0.0064,0.0044,0.0072,0.0087",0,19,0.984,True,1,False,0.0
mentor_381a7aba,Денис Лебедев,senior,3,Product Analytics,Marketing Analyst,ru+en,en|ru,online,online,a/b testing; python; excel; statistics; tableau; amplitude; google analytics; looker; sql; power bi; mixpanel,0,"0.0406,0.0214,0.0283,0.07,0.0106,0.0086,0.0288,0.0075,0.7466,0.0375",0,5,0.5885,True,1,False,0.0
mentor_58cd36c0,Светлана Кузнецов,senior,3,Product Analytics,CRM Analyst,,,,,tableau; a/b testing; statistics; excel; mixpanel; amplitude; sql; power bi; google analytics; python,0,"0.0354,0.0209,0.0238,0.078,0.0057,0.0096,0.0195,0.0088,0.7583,0.0401",0,9,0.7563,False,0,False,0.0
mentor_12f4f8ed,Анна Алексеев,lead,4,Cybersecurity,Malware Analyst,ru,ru,hybrid,hybrid|offline|online,cryptography; siem; network security; penetration testing; wireshark; linux; metasploit; nmap; burp suite; swift,0,"0.0167,0.0272,0.8141,0.0154,0.0463,0.0101,0.0167,0.0072,0.0249,0.0213",0,16,0.9306,False,0,False,0.0
mentor_a8089d5f,Виктория Зайцев,senior,3,Frontend,UI Developer,ru,ru,online,online,vite; graphql; javascript; react; tailwind; angular; vue; next.js; figma; webpack,0,"0.0054,0.0507,0.0054,0.0092,0.0079,0.893,0.0057,0.0022,0.0107,0.0098",0,7,0.683,True,1,False,0.0
mentor_b629d94d,Надежда Андреев,lead,4,Product Analytics,Retention Analyst,en,en,online,online,python; tableau; excel; sql; mixpanel; google analytics; amplitude; statistics; looker,0,"0.0357,0.0225,0.0213,0.0654,0.0071,0.0088,0.0237,0.0056,0.7712,0.0388",0,14,0.8895,True,4,False,0.0
mentor_ef4b4261,Виктория Захаров,senior,3,DevOps,DevOps Engineer,,,,,jenkins; linux; ansible; gcp; helm; bash; docker; github actions; grafana,0,"0.0643,0.0037,0.0462,0.0359,0.8063,0.0048,0.011,0.0109,0.0114,0.0054",0,10,0.7876,True,4,False,0.0
mentor_b5909db8,Елена Соловьёв,senior,3,QA,Manual Tester,ru,ru,online,online,pytest; jira; api testing; sql; allure; appium; jmeter; test planning; git; python; postman,0,"0.032,0.0183,0.0183,0.0316,0.0084,0.01,0.052,0.0289,0.0394,0.761",0,8,0.7217,True,8,False,0.0
mentor_ff67e176,Валерия Зайцев,middle,2,DevOps,Cloud Engineer,ru+en,en|ru,hybrid,hybrid|offline|online,gcp; grafana; helm; azure; bash; docker; ansible,0,"0.0596,0.0067,0.0454,0.0325,0.81,0.0096,0.0105,0.0094,0.0097,0.0066",0,2,0.3608,False,0,False,0.0
mentor_5709d0c6,Екатерина Николаев,senior,3,Backend,Go Developer,,,online,online,,1,"0.6227,0.023,0.0175,0.0864,0.062,0.0036,0.0215,0.0874,0.0409,0.035",0,12,0.8425,True,1,False,0.0
mentor_c5d9671a,Дарья Иванов,middle,2,Data Science,ML Engineer,,,online,online,mlflow; python; scikit-learn; spark; numpy,0,"0.0823,0.0191,0.0171,0.7122,0.0278,0.0077,0.019,0.0116,0.0722,0.0311",0,4,0.5286,True,2,True,0.16
mentor_afea6ff2,Дмитрий Морозов,middle,2,Cybersecurity,Penetration Tester,en,en,online,online,penetration testing; owasp; nmap; wireshark; cryptography; metasploit; siem; python; network security,0,"0.0171,0.027,0.8134,0.0177,0.0504,0.0078,0.0192,0.0067,0.0241,0.0167",0,2,0.3608,True,2,False,0.0
mentor_1139245b,Арсений Попов,senior,3,Mobile,Flutter Developer,ru+en,en|ru,online,online,,1,"0.086,0.0079,0.0067,0.0074,0.0073,0.0057,0.0321,0.8105,0.0081,0.0283",0,10,0.7876,True,3,False,0.0
mentor_52bff674,Надежда Иванов,lead,4,Product Analytics,A/B Test Specialist,ru,ru,online,online,mixpanel; excel; looker; sql; google analytics; statistics; power bi; a/b testing,0,"0.0393,0.0205,0.0233,0.0759,0.0047,0.007,0.0261,0.0125,0.7477,0.0429",0,9,0.7563,False,0,False,0.0
mentor_b7b3a034,Сергей Морозов,senior,3,Backend,API Developer,ru+en,en|ru,,,java; rest api; mongodb; sql; grpc; redis; postgresql; python; node.js; go; kafka,0,"0.6304,0.0198,0.0192,0.0887,0.0593,0.008,0.0174,0.0719,0.0431,0.0423",0,5,0.5885,True,2,False,0.0
mentor_5b633c6d,Антон Алексеев,middle,2,Mobile,iOS Developer,,,online,online,,1,"0.074,0.0133,0.0085,0.0086,0.0116,0.0073,0.0392,0.8021,0.008,0.0275",0,4,0.5286,True,4,False,0.0
mentor_1337b255,Тимур Козлов,middle,2,Blockchain,Blockchain Developer,ru,ru,online,online,ethereum; nft; typescript; solidity; truffle; hardhat,0,"0.0231,0.8127,0.0219,0.0156,0.006,0.0466,0.0239,0.0072,0.0235,0.0194",0,3,0.4553,True,1,False,0.0
mentor_75b46a09,Арсений Алексеев,middle,2,Frontend,Web Developer,ru,ru,online,online,figma; react; webpack; graphql; css; angular,0,"0.0043,0.052,0.0057,0.0051,0.0126,0.8926,0.0064,0.0075,0.0086,0.0052",0,2,0.3608,True,3,False,0.0
mentor_c68b9510,Татьяна Алексеев,senior,3,Blockchain,Crypto Analyst,ru,ru,online,online,ethereum; hardhat; truffle; smart contracts; nft; solidity; ethers.js; defi; python; typescript,0,"0.0177,0.8215,0.0209,0.0167,0.0053,0.0481,0.0184,0.0147,0.0194,0.0172",0,11,0.8162,False,0,False,0.0
mentor_f08ed219,Полина Михайлов,middle,2,QA,Test Analyst,ru,ru,online,online,jira; test planning; pytest; selenium; python; sql; postman,0,"0.0357,0.0184,0.0172,0.0346,0.0031,0.0118,0.0482,0.03,0.0469,0.7541",0,4,0.5286,True,5,False,0.0
mentor_5c04a9ea,Вера Васильев,senior,3,QA,Test Automation Engineer,en,en,online,online,python; postman; test planning; cypress; allure; jmeter; sql; git; selenium; jira; mongodb,0,"0.0335,0.0177,0.0178,0.0284,0.0066,0.0075,0.0436,0.0317,0.0358,0.7772",0,6,0.6392,True,8,True,0.12
mentor_fa95a98c,Михаил Иванов,lead,4,DevOps,CI/CD Engineer,ru,ru,hybrid,hybrid|offline|online,gcp; jenkins; aws; github actions; terraform; grafana; ansible; linux; azure; kubernetes; docker; helm,0,"0.0539,0.0073,0.0446,0.0262,0.8111,0.012,0.0183,0.0133,0.0043,0.009",0,14,0.8895,True,3,False,0.0
mentor_35722e0f,Наталья Новиков,middle,2,DevOps,Cloud Engineer,ru,ru,online,online,kubernetes; ansible; azure; github actions; linux,0,"0.0596,0.0067,0.0454,0.0325,0.81,0.0096,0.0105,0.0094,0.0097,0.0066",0,6,0.6392,True,8,False,0.0
mentor_ec79bf93,Кирилл Андреев,senior,3,QA,Manual Tester,ru,ru,online,online,postman; python; allure; cypress; git; sql; test planning; appium,0,"0.032,0.0183,0.0183,0.0316,0.0084,0.01,0.052,0.0289,0.0394,0.761",0,9,0.7563,True,8,False,0.0
mentor_f5736a88,Анна Попов,middle,2,Blockchain,Solidity Developer,ru,ru,online,online,typescript; solidity; defi; ethereum; python; hardhat; truffle; sql,0,"0.0202,0.8232,0.0212,0.015,0.0032,0.0518,0.0169,0.0072,0.0234,0.018",0,3,0.4553,True,6,False,0.0
mentor_4d61e402,Полина Андреев,lead,4,Backend,Software Engineer,ru+en,en|ru,hybrid,hybrid|offline|online,,1,"0.6562,0.0199,0.0162,0.081,0.0647,0.0036,0.0154,0.0786,0.0347,0.0299",0,11,0.8162,True,8,False,0.0
mentor_c1d7ecd8,Вера Орлов,senior,3,Data Science,NLP Engineer,ru+en,en|ru,online,online,kafka; docker; r; scikit-learn; mlflow; spark; python,0,"0.0835,0.0163,0.0147,0.7191,0.0303,0.0102,0.0193,0.0113,0.0682,0.0272",0,10,0.7876,True,8,False,0.0
mentor_e3aafe82,Роман Лебедев,lead,4,Data Science,MLOps Engineer,ru,ru,offline,offline,kafka; numpy; pandas; mlflow; statistics; spark; pytorch; docker,0,"0.0847,0.0174,0.0134,0.7091,0.0369,0.0078,0.0172,0.008,0.0725,0.0328",0,18,0.9671,True,4,True,0.18
mentor_f12b5d66,Ольга Макаров,senior,3,DevOps,Cloud Engineer,ru,ru,offline,offline,helm; terraform; docker; azure; aws; github actions; bash; spark,0,"0.0596,0.0067,0.0454,0.0325,0.81,0.0096,0.0105,0.0094,0.0097,0.0066",0,9,0.7563,True,2,False,0.0
mentor_432161b0,Павел Попов,middle,2,Game Development,Unreal Engine Developer,en,en,hybrid,hybrid|offline|online,,1,"0.0145,0.0168,0.0149,0.0145,0.0101,0.0121,0.8118,0.0363,0.0192,0.0497",0,5,0.5885,True,8,False,0.0
mentor_a48f6f89,Дмитрий Попов,middle,2,Frontend,Angular Developer,ru,ru,online,online,webpack; graphql; vite; react; tailwind; javascript,0,"0.004,0.0416,0.0047,0.0075,0.0061,0.9095,0.0055,0.002,0.007,0.0121",0,4,0.5286,False,0,False,0.0
mentor_cffb32b2,Павел Захаров,middle,2,Cybersecurity,Security Engineer,en,en,hybrid,hybrid|offline|online,owasp; cryptography; siem; linux; nmap; burp suite; python; penetration testing; google analytics,0,"0.0189,0.0201,0.8251,0.0179,0.0412,0.0105,0.017,0.0053,0.0267,0.0173",0,3,0.4553,True,4,False,0.0
mentor_000d486a,Светлана Васильев,senior,3,QA,Performance Tester,ru,ru,,,selenium; python; jmeter; cypress; allure; git; sql; test planning; jira,0,"0.0334,0.0193,0.0162,0.0289,0.0024,0.0119,0.0486,0.0353,0.038,0.766",0,5,0.5885,True,1,False,0.0
mentor_cc9f4e2c,Юлия Новиков,middle,2,Game Development,Game Developer,,,online,online,,1,"0.0164,0.0182,0.0174,0.0172,0.0112,0.0057,0.8087,0.0336,0.0242,0.0473",0,5,0.5885,True,4,True,0.07
mentor_9de5982b,Григорий Петров,lead,4,Blockchain,Web3 Engineer,ru,ru,online,online,rust; python; nft; solidity; hardhat; web3.js; ethers.js; typescript; defi; truffle; smart contracts,0,"0.0168,0.8254,0.0251,0.0187,0.0069,0.0392,0.0199,0.0093,0.0194,0.0193",0,15,0.9107,True,4,False,0.0
mentor_862a3b68,Максим Алексеев,middle,2,Data Science,NLP Engineer,ru,ru,offline,offline,airflow; scikit-learn; pytorch; numpy; r,0,"0.0835,0.0163,0.0147,0.7191,0.0303,0.0102,0.0193,0.0113,0.0682,0.0272",0,4,0.5286,True,5,False,0.0
mentor_3eb40d3c,Денис Захаров,lead,4,Game Development,Game Designer,ru,ru,hybrid,hybrid|offline|online,c#; lua; game design; blender; python; physics simulation; unreal engine; opengl; microservices,0,"0.0217,0.0235,0.016,0.0213,0.0093,0.0082,0.7925,0.0374,0.0241,0.046",0,11,0.8162,False,0,False,0.0
mentor_727a3a8f,Кирилл Макаров,lead,4,Product Analytics,Web Analyst,ru,ru,offline,offline,amplitude; looker; tableau; python; statistics; google analytics; mixpanel; power bi; a/b testing; excel,0,"0.0418,0.0249,0.0186,0.0721,0.0046,0.0118,0.0191,0.0035,0.7682,0.0355",0,18,0.9671,True,4,True,0.09
mentor_be5b5bbb,Тамара Волков,middle,2,Blockchain,Web3 Engineer,ru,ru,online,online,truffle; defi; web3.js; nft; ethers.js,0,"0.0168,0.8254,0.0251,0.0187,0.0069,0.0392,0.0199,0.0093,0.0194,0.0193",0,5,0.5885,False,0,False,0.0
mentor_1bdd615b,Алексей Алексеев,middle,2,Product Analytics,Growth Analyst,ru,ru,hybrid,hybrid|offline|online,mixpanel; amplitude; looker; tableau; statistics,0,"0.0349,0.0294,0.0178,0.0705,0.0081,0.0123,0.0212,0.0049,0.763,0.0378",0,3,0.4553,False,0,False,0.0
mentor_7d90ca6b,Александр Соколов,senior,3,Backend,Java Developer,en,en,hybrid,hybrid|offline|online,sql; java; redis; python; mongodb; grpc; go; kubernetes; unity,0,"0.6078,0.0296,0.0168,0.0856,0.0706,0.0073,0.0234,0.0744,0.0485,0.0358",0,8,0.7217,True,1,False,0.0
mentor_58513de2,Валерия Михайлов,senior,3,Frontend,UI Developer,ru,ru,online,online,angular; javascript; html; webpack; next.js; typescript; graphql; css; figma,0,"0.0054,0.0507,0.0054,0.0092,0.0079,0.893,0.0057,0.0022,0.0107,0.0098",0,10,0.7876,True,2,False,0.0
mentor_bbb6a577,Виктория Макаров,lead,4,Cybersecurity,Malware Analyst,ru,ru,online,online,python; network security; owasp; nmap; siem; penetration testing; metasploit; wireshark,0,"0.0167,0.0272,0.8141,0.0154,0.0463,0.0101,0.0167,0.0072,0.0249,0.0213",0,14,0.8895,True,4,False,0.0
mentor_3c3cc7b2,Александр Лебедев,lead,4,Cybersecurity,Incident Response Analyst,ru,ru,online,online,metasploit; cryptography; burp suite; wireshark; penetration testing; owasp; network security; linux,0,"0.0196,0.0247,0.8267,0.0173,0.0407,0.0048,0.0185,0.0073,0.0222,0.0181",0,16,0.9306,True,3,False,0.0
mentor_b0cfa886,Алексей Фёдоров,senior,3,QA,Test Analyst,,,,,git; pytest; allure; api testing; postman; jira; test planning; sql; cypress; appium,0,"0.0357,0.0184,0.0172,0.0346,0.0031,0.0118,0.0482,0.03,0.0469,0.7541",0,8,0.7217,True,6,False,0.0
mentor_60dddb0f,Александр Степанов,middle,2,Game Development,Gameplay Programmer,ru,ru,offline,offline,physics simulation; c++; blender; unreal engine; lua; python; git,0,"0.021,0.022,0.0175,0.02,0.0098,0.0083,0.7923,0.0373,0.0261,0.0457",0,3,0.4553,True,8,False,0.0
mentor_e0651288,Михаил Макаров,middle,2,QA,QA Lead,,,,,,1,"0.0365,0.016,0.0163,0.0362,0.006,0.0138,0.0503,0.0255,0.0415,0.7579",0,6,0.6392,True,5,False,0.0
mentor_d2922af7,Андрей Андреев,senior,3,Blockchain,Smart Contract Developer,,,,,rust; defi; typescript; truffle; smart contracts; hardhat; ethereum; ethers.js; nft; python,0,"0.0202,0.8158,0.0206,0.0176,0.0051,0.0538,0.0169,0.0084,0.0222,0.0194",0,6,0.6392,True,8,True,0.16
mentor_bb0d95c2,Павел Иванов,middle,2,Data Science,NLP Engineer,en,en,offline,offline,tensorflow; sql; pytorch; r; spark; python; pandas,0,"0.0835,0.0163,0.0147,0.7191,0.0303,0.0102,0.0193,0.0113,0.0682,0.0272",0,6,0.6392,False,0,False,0.0
mentor_2140ab2f,Арсений Фёдоров,lead,4,Blockchain,Solidity Developer,en,en,online,online,truffle; web3.js; defi; smart contracts; python; nft; solidity; ethers.js; hardhat; ethereum; typescript; rust; html,0,"0.0202,0.8232,0.0212,0.015,0.0032,0.0518,0.0169,0.0072,0.0234,0.018",0,17,0.9494,True,6,False,0.0
mentor_5881ed47,Никита Павлов,middle,2,Blockchain,Crypto Analyst,,,,,,1,"0.0177,0.8215,0.0209,0.0167,0.0053,0.0481,0.0184,0.0147,0.0194,0.0172",0,6,0.6392,False,0,False,0.0
mentor_ef875ff6,Юлия Петров,senior,3,Cybersecurity,SOC Analyst,ru+en,en|ru,online,online,burp suite; owasp; python; wireshark; linux; cryptography; metasploit; penetration testing,0,"0.0156,0.0234,0.8079,0.0173,0.0436,0.0052,0.0258,0.0149,0.0248,0.0215",0,5,0.5885,True,3,False,0.0
mentor_567e3277,Алина Орлов,lead,4,Mobile,Android Developer,ru,ru,offline,offline,,1,"0.074,0.01,0.0049,0.0086,0.005,0.0058,0.0347,0.818,0.0102,0.0288",0,13,0.8668,True,1,False,0.0
mentor_dab4880b,Сергей Козлов,middle,2,Mobile,React Native Developer,ru,ru,hybrid,hybrid|offline|online,xcode; firebase; objective-c; rest api; java,0,"0.0682,0.0094,0.0081,0.0146,0.0156,0.0039,0.0394,0.8003,0.0059,0.0347",0,3,0.4553,True,2,False,0.0
mentor_c93244ce,Артём Макаров,senior,3,QA,SDET,ru,ru,online,online,api testing; sql; postman; jmeter; python; appium; cypress; allure; jira; selenium; pytest,0,"0.0323,0.0219,0.014,0.0284,0.0047,0.0085,0.0447,0.033,0.0381,0.7745",0,12,0.8425,True,5,False,0.0
mentor_65156edd,Ксения Соколов,senior,3,Mobile,Android Developer,en,en,online,online,xcode; swift; objective-c; ui/ux; android studio; kotlin; react native,0,"0.074,0.01,0.0049,0.0086,0.005,0.0058,0.0347,0.818,0.0102,0.0288",0,5,0.5885,True,4,False,0.0
mentor_58a3efa6,Ольга Захаров,middle,2,Frontend,UI Developer,,,,,tailwind; vite; angular; graphql; typescript; figma; next.js; react; css,0,"0.0054,0.0507,0.0054,0.0092,0.0079,0.893,0.0057,0.0022,0.0107,0.0098",0,6,0.6392,True,4,False,0.0
