mentee_id,rank,mentor_id,mentor_name,profession,mentor_rating,organic_score,final_score,is_boosted,top_factor,profile_penalized,w_skill_contrib,w_domain_contrib,w_exp_contrib,w_rating_contrib
mentee_134c93f8,3,mentor_7b23c9f3,Кирилл Кузнецов,Backend Developer,3.5,0.7602,0.7602,False,exp,False,0.12,0.2228,0.3412,0.0762
mentee_134c93f8,4,mentor_29f33a59,Полина Волков,Backend Developer,3.8,0.7486,0.7486,False,exp,False,0.12,0.2228,0.3011,0.1048
mentee_134c93f8,5,mentor_e746bd5b,Екатерина Захаров,API Developer,3.9,0.7359,0.7359,False,exp,False,0.09,0.2196,0.312,0.1143
mentee_5e796feb,1,mentor_549c47f6,Алина Соколов,AppSec Engineer,4.7,0.7162,0.7162,False,domain,True,0.0,0.3,0.1781,0.2381
mentee_5e796feb,2,mentor_0f522631,Тимур Никитин,Penetration Tester,4.9,0.7047,0.7047,False,domain,True,0.0,0.3,0.1547,0.25
mentee_5e796feb,3,mentor_49610000,Алина Михайлов,SOC Analyst,4.7,0.6928,0.6928,False,domain,True,0.0,0.3,0.1547,0.2381
mentee_5e796feb,4,mentor_21e431d6,Сергей Петров,Security Architect,4.8,0.6911,0.6911,False,domain,True,0.0,0.3,0.1411,0.25
mentee_5e796feb,5,mentor_e40873c8,Дарья Волков,Incident Response Analyst,4.1,0.6448,0.6448,False,domain,True,0.0,0.3,0.1781,0.1667
mentee_5f8b3c8b,1,mentor_6243d498,Виктория Волков,ML Engineer,4.7,0.9543,1.0402,True,skill,False,0.3308,0.2518,0.2325,0.1392
mentee_5f8b3c8b,2,mentor_79843184,Анна Андреев,ML Engineer,3.7,0.8319,0.9816,True,skill,False,0.3308,0.2518,0.1797,0.0696
mentee_5f8b3c8b,3,mentor_9d15fed7,Денис Захаров,NLP Engineer,4.3,0.9152,0.9152,False,skill,False,0.3308,0.2534,0.2196,0.1114
mentee_5f8b3c8b,4,mentor_113c1958,Ольга Попов,ML Engineer,4.1,0.8996,0.8996,False,skill,False,0.3308,0.2518,0.2196,0.0975
mentee_5f8b3c8b,5,mentor_f3ed91e2,Людмила Павлов,Data Scientist,3.2,0.8514,0.894,True,skill,False,0.3308,0.2473,0.2385,0.0348
mentee_61c70ab5,1,mentor_323bccce,Сергей Павлов,DevOps Engineer,4.0,0.7246,0.855,True,domain,False,0.2,0.3,0.1008,0.1238
mentee_61c70ab5,2,mentor_2cf30255,Татьяна Борисов,Kubernetes Engineer,4.7,0.7714,0.7714,False,domain,False,0.1384,0.3,0.1425,0.1905
mentee_61c70ab5,3,mentor_b2d6daa4,Алексей Макаров,Cloud Engineer,5.0,0.7712,0.7712,False,domain,False,0.2,0.3,0.0712,0.2
mentee_61c70ab5,4,mentor_085cc4b3,Алина Фёдоров,Cloud Engineer,4.1,0.7569,0.7569,False,domain,False,0.1286,0.3,0.195,0.1333
mentee_61c70ab5,5,mentor_d22db590,Григорий Иванов,SRE,3.6,0.7164,0.7164,False,domain,False,0.18,0.3,0.1507,0.0857
mentee_1a9c1b08,1,mentor_75b6e3e8,Михаил Семёнов,Game Developer,4.7,0.9092,0.9092,False,skill,False,0.3,0.1659,0.2845,0.1588
mentee_1a9c1b08,2,mentor_ea98b4b2,Екатерина Иванов,Gameplay Programmer,4.6,0.9065,0.9065,False,skill,False,0.3667,0.1629,0.2261,0.1508
mentee_1a9c1b08,3,mentor_148fff02,Юлия Павлов,Technical Artist,4.6,0.8311,0.9059,True,skill,False,0.33,0.1646,0.1856,0.1508
mentee_1a9c1b08,4,mentor_a889df69,Тимур Борисов,Game Developer,4.5,0.9015,0.9015,False,skill,False,0.3667,0.1659,0.2261,0.1429
mentee_1a9c1b08,5,mentor_fa1703d1,Иван Лебедев,Game Designer,4.2,0.7977,0.9014,True,skill,False,0.33,0.163,0.1856,0.1191
mentee_d462b66d,1,mentor_a49c021b,Ксения Соколов,Web Analyst,4.5,0.7497,0.7497,False,exp,True,0.0,0.219,0.2981,0.2326
mentee_d462b66d,2,mentor_6243d498,Виктория Волков,ML Engineer,4.7,0.6552,0.7142,True,exp,True,0.0,0.0903,0.3064,0.2585
mentee_d462b66d,3,mentor_26efd06d,Ольга Васильев,Growth Analyst,3.9,0.6789,0.6789,False,exp,True,0.0,0.2173,0.3064,0.1551
mentee_d462b66d,4,mentor_3664ddff,Людмила Зайцев,Web Analyst,3.9,0.6542,0.6542,False,exp,True,0.0,0.219,0.2802,0.1551
mentee_d462b66d,5,mentor_0c7311c4,Татьяна Петров,A/B Test Specialist,4.4,0.6114,0.6542,True,rating,True,0.0,0.2143,0.1775,0.2197
mentee_405f0700,1,mentor_d09d90d5,Антон Павлов,API Developer,4.6,0.7227,0.7227,False,rating,False,0.15,0.1848,0.0712,0.3167
mentee_405f0700,2,mentor_dceb1a85,Юлия Николаев,BI Analyst,4.4,0.6412,0.7181,True,rating,False,0.0667,0.107,0.1842,0.2833
mentee_405f0700,3,mentor_6243d498,Виктория Волков,ML Engineer,4.7,0.6339,0.691,True,rating,False,0.0,0.1056,0.195,0.3333
mentee_405f0700,4,mentor_bb039843,Егор Козлов,Systems Architect,4.5,0.6811,0.6811,False,rating,False,0.0545,0.1841,0.1425,0.3
mentee_405f0700,5,mentor_6ea7b2e6,Людмила Макаров,A/B Test Specialist,4.7,0.5944,0.6717,True,rating,False,0.05,0.0686,0.1425,0.3333
mentee_ae004aa4,1,mentor_e3aafe82,Роман Лебедев,MLOps Engineer,4.9,0.9628,1.1361,True,skill,False,0.4333,0.2047,0.1581,0.1667
mentee_ae004aa4,2,mentor_6243d498,Виктория Волков,ML Engineer,4.7,0.9597,1.0461,True,skill,False,0.4333,0.2051,0.1625,0.1588
mentee_ae004aa4,3,mentor_dceb1a85,Юлия Николаев,BI Analyst,4.4,0.9226,1.0333,True,skill,False,0.4333,0.2009,0.1535,0.1349
mentee_ae004aa4,4,mentor_9d85cb50,Егор Попов,Data Analyst,3.7,0.8785,0.9751,True,skill,False,0.4333,0.2077,0.1581,0.0794
mentee_ae004aa4,5,mentor_9d15fed7,Денис Захаров,NLP Engineer,4.3,0.9202,0.9202,False,skill,False,0.4333,0.2064,0.1535,0.127
mentee_cf774dd0,1,mentor_a1c6e70c,Арсений Морозов,SRE,4.7,0.907,0.907,False,rating,False,0.1429,0.2714,0.1934,0.2993
mentee_cf774dd0,2,mentor_55e391d8,Алексей Егоров,Kubernetes Engineer,4.4,0.8733,0.8733,False,domain,False,0.1429,0.2714,0.2045,0.2544
mentee_cf774dd0,3,mentor_d14c21ef,Ирина Андреев,DevOps Engineer,4.6,0.7492,0.8691,True,rating,True,0.0,0.2714,0.1934,0.2844
mentee_cf774dd0,4,mentor_f26cf500,Антон Егоров,CI/CD Engineer,4.4,0.822,0.822,False,domain,False,0.1429,0.2714,0.1532,0.2544
mentee_cf774dd0,5,mentor_ef4b4261,Виктория Захаров,DevOps Engineer,4.0,0.7901,0.7901,False,domain,False,0.1429,0.2714,0.1812,0.1946
mentee_23c8ed46,1,mentor_d9156405,Антон Морозов,Crypto Analyst,4.8,0.9721,0.9721,False,domain,False,0.15,0.35,0.1721,0.3
mentee_23c8ed46,2,mentor_e13c245d,Алина Морозов,Crypto Analyst,4.9,0.9335,0.9335,False,domain,False,0.15,0.35,0.1335,0.3
mentee_23c8ed46,3,mentor_e2a907f4,Тимур Соловьёв,Blockchain Developer,4.6,0.9222,0.9222,False,domain,False,0.15,0.35,0.1507,0.2714
mentee_23c8ed46,4,mentor_4b35f0b2,Кирилл Орлов,DeFi Developer,4.6,0.905,0.905,False,domain,False,0.15,0.35,0.1335,0.2714
mentee_23c8ed46,5,mentor_d0bd8cfd,Мария Попов,Smart Contract Developer,4.1,0.8726,0.8726,False,domain,False,0.1385,0.35,0.1842,0.2
mentee_22dc7df0,1,mentor_d293ef1f,Екатерина Андреев,Security Engineer,4.8,0.9802,0.9802,False,domain,False,0.2,0.3,0.2302,0.25
mentee_22dc7df0,2,mentor_bc98518f,Дмитрий Никитин,Security Engineer,4.5,0.958,0.958,False,domain,False,0.2,0.3,0.2437,0.2143
mentee_22dc7df0,3,mentor_4a130eba,Денис Соловьёв,AppSec Engineer,4.4,0.9395,0.9395,False,domain,False,0.2,0.3,0.2371,0.2024
mentee_22dc7df0,4,mentor_6026b9dd,Арсений Орлов,SOC Analyst,4.0,0.8217,0.9367,True,domain,False,0.2,0.3,0.1669,0.1547
mentee_22dc7df0,5,mentor_1b5a3c7b,Сергей Алексеев,Security Engineer,4.2,0.9157,0.9157,False,domain,False,0.2,0.3,0.2371,0.1786
mentee_a4a15568,1,mentor_a49c021b,Ксения Соколов,Web Analyst,4.5,0.6827,0.6827,False,domain,True,0.0,0.247,0.2146,0.221
mentee_a4a15568,2,mentor_6243d498,Виктория Волков,ML Engineer,4.7,0.5681,0.6192,True,rating,True,0.0,0.1019,0.2206,0.2456
mentee_a4a15568,3,mentor_26efd06d,Ольга Васильев,Growth Analyst,3.9,0.6132,0.6132,False,domain,True,0.0,0.2452,0.2206,0.1474
mentee_a4a15568,4,mentor_5a31b4e1,Алексей Михайлов,Product Analyst,4.5,0.6039,0.6039,False,domain,True,0.0,0.2428,0.14,0.221
mentee_a4a15568,5,mentor_3664ddff,Людмила Зайцев,Web Analyst,3.9,0.5961,0.5961,False,domain,True,0.0,0.247,0.2017,0.1474
mentee_9b71b438,1,mentor_323bccce,Сергей Павлов,DevOps Engineer,4.0,0.7789,0.9191,True,domain,False,0.225,0.3667,0.084,0.1032
mentee_9b71b438,2,mentor_13947eb3,Мария Егоров,DevOps Engineer,3.5,0.7928,0.7928,False,domain,False,0.2,0.3667,0.1625,0.0635
mentee_9b71b438,3,mentor_8da2d5d4,Андрей Петров,SRE,3.0,0.7822,0.7822,False,domain,False,0.225,0.3667,0.1667,0.0238
mentee_9b71b438,4,mentor_6c95988c,Тимур Семёнов,Kubernetes Engineer,3.7,0.7414,0.7414,False,domain,False,0.1286,0.3667,0.1667,0.0794
mentee_9b71b438,5,mentor_5c79d322,Александр Козлов,Infrastructure Engineer,3.1,0.643,0.7202,True,domain,False,0.1636,0.3636,0.084,0.0318
mentee_cecf1c0d,1,mentor_6ea7b2e6,Людмила Макаров,A/B Test Specialist,4.7,0.9204,1.0401,True,skill,False,0.3308,0.2255,0.137,0.2271
mentee_cecf1c0d,2,mentor_b0698586,Максим Новиков,A/B Test Specialist,3.8,0.7898,0.9399,True,skill,False,0.3308,0.2255,0.1086,0.1249
mentee_cecf1c0d,3,mentor_a49c021b,Ксения Соколов,Web Analyst,4.5,0.9149,0.9149,False,skill,False,0.2977,0.2304,0.1824,0.2044
mentee_cecf1c0d,4,mentor_b93ba98d,Надежда Фёдоров,Growth Analyst,4.3,0.9126,0.9126,False,skill,False,0.3308,0.2286,0.1714,0.1817
mentee_cecf1c0d,5,mentor_5cb4cc3c,Алина Захаров,Product Analyst,4.0,0.7887,0.8755,True,skill,False,0.3308,0.2265,0.0837,0.1476
mentee_91656e95,1,mentor_e13c245d,Алина Морозов,Crypto Analyst,4.9,0.907,0.907,False,domain,False,0.22,0.34,0.187,0.16
mentee_91656e95,2,mentor_d0bd8cfd,Мария Попов,Smart Contract Developer,4.1,0.9025,0.9025,False,domain,False,0.198,0.34,0.2578,0.1067
mentee_91656e95,3,mentor_cad81e83,Денис Кузнецов,Smart Contract Developer,4.6,0.7312,0.8409,True,domain,False,0.1467,0.34,0.0997,0.1448
mentee_91656e95,4,mentor_6add6af4,Полина Соловьёв,DeFi Developer,3.8,0.8328,0.8328,False,domain,False,0.198,0.34,0.211,0.0838
mentee_91656e95,5,mentor_4c54bfab,Надежда Новиков,Blockchain Developer,4.9,0.8197,0.8197,False,domain,False,0.22,0.34,0.0997,0.16
mentee_ee533926,1,mentor_467dea2c,Андрей Морозов,Data Scientist,5.0,0.812,0.812,False,domain,False,0.1667,0.3384,0.1319,0.175
mentee_ee533926,2,mentor_9d15fed7,Денис Захаров,NLP Engineer,4.3,0.7564,0.7564,False,domain,False,0.1154,0.3466,0.1611,0.1333
mentee_ee533926,3,mentor_6243d498,Виктория Волков,ML Engineer,4.7,0.6817,0.7431,True,domain,False,0.0,0.3444,0.1706,0.1667
mentee_ee533926,4,mentor_1f8f33d5,Михаил Иванов,MLOps Engineer,4.5,0.726,0.726,False,domain,False,0.1154,0.3438,0.1168,0.15
mentee_ee533926,5,mentor_28511f32,Денис Лебедев,Research Scientist,4.5,0.6976,0.6976,False,domain,False,0.1071,0.3416,0.0988,0.15
mentee_ecda27fb,1,mentor_9376b8e5,Егор Волков,Mobile Architect,4.3,0.8441,1.0129,True,domain,False,0.1429,0.2705,0.2239,0.2068
mentee_ecda27fb,2,mentor_ac4fc9b2,Наталья Макаров,iOS Developer,4.4,0.893,0.893,False,domain,False,0.1429,0.2705,0.26,0.2197
mentee_ecda27fb,3,mentor_332aa4b0,Полина Кузнецов,Swift Developer,4.1,0.8729,0.8729,False,exp,False,0.1429,0.2689,0.2802,0.1809
mentee_ecda27fb,4,mentor_deab40c7,Вера Семёнов,React Native Developer,3.9,0.7392,0.8723,True,exp,True,0.0,0.2698,0.3143,0.1551
mentee_ecda27fb,5,mentor_7ee4537b,Антон Попов,Swift Developer,4.2,0.8425,0.8425,False,domain,False,0.1429,0.2689,0.2369,0.1939
mentee_00bd051a,1,mentor_9376b8e5,Егор Волков,Mobile Architect,4.3,0.8231,0.9877,True,domain,False,0.1977,0.3171,0.149,0.1593
mentee_00bd051a,2,mentor_8157f173,Артём Волков,Flutter Developer,4.4,0.8737,0.8737,False,domain,False,0.2372,0.3182,0.149,0.1693
mentee_00bd051a,3,mentor_228eb8de,Людмила Степанов,Flutter Developer,3.7,0.7994,0.8554,True,domain,False,0.2636,0.3182,0.1181,0.0996
mentee_00bd051a,4,mentor_c639f7ee,Тимур Павлов,iOS Developer,4.0,0.8498,0.8498,False,domain,False,0.2636,0.3171,0.1396,0.1294
mentee_00bd051a,5,mentor_bea5d5a1,Ольга Борисов,iOS Developer,4.5,0.8011,0.8011,False,domain,False,0.1318,0.3171,0.1729,0.1792
mentee_b3f410eb,1,mentor_5e9ee3e2,Григорий Соловьёв,Blockchain Developer,4.9,0.7747,0.8987,True,domain,False,0.225,0.2333,0.0831,0.2333
mentee_b3f410eb,2,mentor_58b0992b,Ольга Лебедев,Blockchain Developer,3.9,0.7278,0.8734,True,skill,False,0.3,0.2333,0.0612,0.1333
mentee_b3f410eb,3,mentor_e13c245d,Алина Морозов,Crypto Analyst,4.9,0.8474,0.8474,False,domain,False,0.225,0.2333,0.1558,0.2333
mentee_b3f410eb,4,mentor_f1b6cb59,Александр Кузнецов,Crypto Analyst,4.6,0.746,0.8206,True,domain,False,0.2,0.2333,0.1016,0.2111
mentee_b3f410eb,5,mentor_2b833cec,Сергей Борисов,Smart Contract Developer,3.9,0.82,0.82,False,skill,False,0.2455,0.2333,0.208,0.1333
mentee_9f03c532,1,mentor_3929785b,Алексей Орлов,Crypto Analyst,3.7,0.6127,0.6127,False,exp,True,0.0,0.2,0.3412,0.0714
mentee_9f03c532,2,mentor_79296c25,Александр Борисов,Solidity Developer,4.0,0.6048,0.6048,False,exp,True,0.0,0.2,0.312,0.0929
mentee_9f03c532,3,mentor_2b833cec,Сергей Борисов,Smart Contract Developer,3.9,0.5977,0.5977,False,exp,True,0.0,0.2,0.312,0.0857
mentee_9f03c532,4,mentor_41585ee2,Павел Соловьёв,Blockchain Developer,4.4,0.5852,0.5852,False,exp,True,0.0,0.2,0.2638,0.1214
mentee_9f03c532,5,mentor_e13c245d,Алина Морозов,Crypto Analyst,4.9,0.5837,0.5837,False,exp,True,0.0,0.2,0.2337,0.15
mentee_54f5d3dc,1,mentor_5cb4cc3c,Алина Захаров,Product Analyst,4.0,0.7935,0.8808,True,domain,False,0.2846,0.3061,0.0837,0.119
mentee_54f5d3dc,2,mentor_3664ddff,Людмила Зайцев,Web Analyst,3.9,0.8772,0.8772,False,domain,False,0.2846,0.3113,0.1714,0.1099
mentee_54f5d3dc,3,mentor_a0296527,Алина Никитин,Growth Analyst,3.5,0.8117,0.8685,True,domain,False,0.2846,0.3089,0.1449,0.0733
mentee_54f5d3dc,4,mentor_26efd06d,Ольга Васильев,Growth Analyst,3.9,0.8624,0.8624,False,domain,False,0.2561,0.3089,0.1875,0.1099
mentee_54f5d3dc,5,mentor_dbf91235,Кирилл Андреев,Growth Analyst,3.5,0.8382,0.8382,False,domain,False,0.2846,0.3089,0.1714,0.0733
mentee_9758192b,1,mentor_a49c021b,Ксения Соколов,Web Analyst,4.5,0.6648,0.6648,False,exp,True,0.0,0.1747,0.2574,0.2326
mentee_9758192b,2,mentor_6243d498,Виктория Волков,ML Engineer,4.7,0.596,0.6496,True,exp,True,0.0,0.0729,0.2646,0.2585
mentee_9758192b,3,mentor_26efd06d,Ольга Васильев,Growth Analyst,3.9,0.5931,0.5931,False,exp,True,0.0,0.1734,0.2646,0.1551
mentee_9758192b,4,mentor_0c7311c4,Татьяна Петров,A/B Test Specialist,4.4,0.544,0.5821,True,rating,True,0.0,0.1711,0.1532,0.2197
mentee_9758192b,5,mentor_3664ddff,Людмила Зайцев,Web Analyst,3.9,0.5717,0.5717,False,exp,True,0.0,0.1747,0.2419,0.1551
mentee_85e0be60,1,mentor_75b6e3e8,Михаил Семёнов,Game Developer,4.7,0.7609,0.7609,False,rating,True,0.0,0.25,0.2371,0.2738
mentee_85e0be60,2,mentor_148fff02,Юлия Павлов,Technical Artist,4.6,0.6648,0.7246,True,rating,True,0.0,0.25,0.1547,0.2601
mentee_85e0be60,3,mentor_ea98b4b2,Екатерина Иванов,Gameplay Programmer,4.6,0.698,0.698,False,rating,True,0.0,0.2495,0.1884,0.2601
mentee_85e0be60,4,mentor_9f49a7c6,Александр Никитин,Game Developer,4.7,0.6907,0.6907,False,rating,True,0.0,0.25,0.1669,0.2738
mentee_85e0be60,5,mentor_fa1703d1,Иван Лебедев,Game Designer,4.2,0.6096,0.6888,True,domain,True,0.0,0.2495,0.1547,0.2054
mentee_5290cc36,1,mentor_6c56c753,Павел Васильев,Web Developer,4.8,0.974,0.974,False,rating,False,0.1857,0.2714,0.1598,0.3571
mentee_5290cc36,2,mentor_a669ea81,Артём Смирнов,React Developer,4.5,0.9346,0.9346,False,rating,False,0.1714,0.2714,0.1857,0.3061
mentee_5290cc36,3,mentor_56105218,Ольга Петров,Frontend Developer,4.4,0.9223,0.9223,False,rating,False,0.1857,0.2714,0.1761,0.2891
mentee_5290cc36,4,mentor_fcda6bbf,Ирина Никитин,TypeScript Developer,4.3,0.8441,0.9201,True,rating,False,0.1857,0.2714,0.1149,0.2721
mentee_5290cc36,5,mentor_e90c474d,Алина Фёдоров,React Developer,4.1,0.8607,0.8607,False,domain,False,0.1857,0.2714,0.1655,0.2381
mentee_d2cc4c36,1,mentor_7d013eba,Ольга Васильев,Systems Architect,3.5,0.6937,0.7908,True,domain,False,0.1667,0.2748,0.1379,0.1143
mentee_d2cc4c36,2,mentor_4e2aa4e1,Ксения Захаров,Systems Architect,3.7,0.7511,0.7511,False,domain,False,0.1667,0.2748,0.1667,0.1429
mentee_d2cc4c36,3,mentor_29f33a59,Полина Волков,Backend Developer,3.8,0.7472,0.7472,False,domain,False,0.1667,0.28,0.1434,0.1571
mentee_d2cc4c36,4,mentor_6d701803,Юлия Семёнов,Backend Developer,3.8,0.7294,0.7294,False,domain,False,0.1667,0.28,0.1256,0.1571
mentee_d2cc4c36,5,mentor_e746bd5b,Екатерина Захаров,API Developer,3.9,0.7292,0.7292,False,domain,False,0.1334,0.2759,0.1486,0.1714
mentee_15c9f290,1,mentor_c44e63fa,Вера Лебедев,SRE,4.4,0.8068,0.9682,True,rating,False,0.1371,0.2762,0.0697,0.3238
mentee_15c9f290,2,mentor_2cf30255,Татьяна Борисов,Kubernetes Engineer,4.7,0.9326,0.9326,False,rating,False,0.16,0.2776,0.114,0.381
mentee_15c9f290,3,mentor_d14c21ef,Ирина Андреев,DevOps Engineer,4.6,0.7529,0.8734,True,rating,True,0.0,0.277,0.114,0.3619
mentee_15c9f290,4,mentor_085cc4b3,Алина Фёдоров,Cloud Engineer,4.1,0.8283,0.8283,False,domain,False,0.128,0.2776,0.156,0.2667
mentee_15c9f290,5,mentor_f6dfd3bd,Наталья Лебедев,Platform Engineer,4.1,0.797,0.797,False,domain,False,0.16,0.28,0.0903,0.2667
mentee_c5924679,1,mentor_9376b8e5,Егор Волков,Mobile Architect,4.3,0.8688,1.0426,True,domain,False,0.2091,0.3153,0.2267,0.1177
mentee_c5924679,2,mentor_bea5d5a1,Ольга Борисов,iOS Developer,4.5,0.92,0.92,False,domain,False,0.2091,0.3153,0.2632,0.1324
mentee_c5924679,3,mentor_69ef6a32,Надежда Петров,Kotlin Developer,3.4,0.897,0.897,False,domain,False,0.2091,0.3182,0.3182,0.0515
mentee_c5924679,4,mentor_7ee4537b,Антон Попов,Swift Developer,4.2,0.8727,0.8727,False,domain,False,0.2091,0.3134,0.2398,0.1104
mentee_c5924679,5,mentor_25418c75,Елена Смирнов,Mobile Architect,4.1,0.8672,0.8672,False,domain,False,0.2091,0.3153,0.2398,0.103
mentee_18a2d401,1,mentor_56105218,Ольга Петров,Frontend Developer,4.4,0.9413,0.9413,False,exp,False,0.2,0.2,0.3794,0.1619
mentee_18a2d401,2,mentor_04d4bf40,Вера Морозов,Angular Developer,4.5,0.9397,0.9397,False,exp,False,0.2,0.2,0.3683,0.1714
mentee_18a2d401,3,mentor_9c70f935,Дмитрий Николаев,Frontend Developer,4.4,0.8564,0.8564,False,exp,False,0.1636,0.2,0.3308,0.1619
mentee_18a2d401,4,mentor_01f16862,Мария Николаев,Frontend Developer,3.7,0.7802,0.8504,True,exp,False,0.2,0.2,0.285,0.0952
mentee_18a2d401,5,mentor_e90c474d,Алина Фёдоров,React Developer,4.1,0.8284,0.8284,False,exp,False,0.1385,0.2,0.3566,0.1333
mentee_799ef71f,1,mentor_9376b8e5,Егор Волков,Mobile Architect,4.3,0.895,1.074,True,skill,False,0.4333,0.1652,0.1188,0.1778
mentee_799ef71f,2,mentor_02659c85,Валерия Новиков,Android Developer,3.5,0.7615,0.891,True,skill,False,0.4333,0.1667,0.0726,0.0889
mentee_799ef71f,3,mentor_25418c75,Елена Смирнов,Mobile Architect,4.1,0.8796,0.8796,False,skill,False,0.4333,0.1652,0.1256,0.1555
mentee_799ef71f,4,mentor_228eb8de,Людмила Степанов,Flutter Developer,3.7,0.8052,0.8616,True,skill,False,0.4333,0.1667,0.0941,0.1111
mentee_799ef71f,5,mentor_bea5d5a1,Ольга Борисов,iOS Developer,4.5,0.8575,0.8575,False,skill,False,0.3545,0.1652,0.1379,0.2
mentee_cf7f6604,1,mentor_d9156405,Антон Морозов,Crypto Analyst,4.8,0.9637,0.9637,False,skill,False,0.3,0.14,0.2237,0.3
mentee_cf7f6604,2,mentor_e13c245d,Алина Морозов,Crypto Analyst,4.9,0.9136,0.9136,False,skill,False,0.3,0.14,0.1736,0.3
mentee_cf7f6604,3,mentor_e2a907f4,Тимур Соловьёв,Blockchain Developer,4.6,0.9074,0.9074,False,skill,False,0.3,0.14,0.1959,0.2714
mentee_cf7f6604,4,mentor_f1b6cb59,Александр Кузнецов,Crypto Analyst,4.6,0.8247,0.9072,True,skill,False,0.3,0.14,0.1132,0.2714
mentee_cf7f6604,5,mentor_4b35f0b2,Кирилл Орлов,DeFi Developer,4.6,0.885,0.885,False,skill,False,0.3,0.14,0.1736,0.2714
mentee_91f2e710,1,mentor_6ea7b2e6,Людмила Макаров,A/B Test Specialist,4.7,0.8825,0.9972,True,skill,False,0.2654,0.2009,0.1781,0.2381
mentee_91f2e710,2,mentor_a49c021b,Ксения Соколов,Web Analyst,4.5,0.9442,0.9442,False,skill,False,0.2875,0.2053,0.2371,0.2143
mentee_91f2e710,3,mentor_b0698586,Максим Новиков,A/B Test Specialist,3.8,0.7605,0.905,True,skill,False,0.2875,0.2009,0.1411,0.131
mentee_91f2e710,4,mentor_b93ba98d,Надежда Фёдоров,Growth Analyst,4.3,0.9045,0.9045,False,skill,False,0.2875,0.2037,0.2228,0.1905
mentee_91f2e710,5,mentor_3664ddff,Людмила Зайцев,Web Analyst,3.9,0.8585,0.8585,False,skill,False,0.2875,0.2053,0.2228,0.1429
mentee_efcec7ea,1,mentor_e13c245d,Алина Морозов,Crypto Analyst,4.9,0.6936,0.6936,False,domain,True,0.0,0.3,0.1736,0.22
mentee_efcec7ea,2,mentor_d0bd8cfd,Мария Попов,Smart Contract Developer,4.1,0.6861,0.6861,False,domain,True,0.0,0.3,0.2394,0.1467
mentee_efcec7ea,3,mentor_cad81e83,Денис Кузнецов,Smart Contract Developer,4.6,0.5917,0.6805,True,domain,True,0.0,0.3,0.0926,0.1991
mentee_efcec7ea,4,mentor_6a50b29e,Дмитрий Алексеев,Solidity Developer,4.9,0.6668,0.6668,False,domain,True,0.0,0.3,0.1468,0.22
mentee_efcec7ea,5,mentor_3929785b,Алексей Орлов,Crypto Analyst,3.7,0.6583,0.6583,False,domain,True,0.0,0.3,0.2535,0.1048
mentee_b6805544,1,mentor_9376b8e5,Егор Волков,Mobile Architect,4.3,0.8743,1.0492,True,skill,False,0.2636,0.2636,0.1878,0.1593
mentee_b6805544,2,mentor_bea5d5a1,Ольга Борисов,iOS Developer,4.5,0.9244,0.9244,False,skill,False,0.2636,0.2636,0.218,0.1792
mentee_b6805544,3,mentor_25418c75,Елена Смирнов,Mobile Architect,4.1,0.8653,0.8653,False,skill,False,0.2636,0.2636,0.1986,0.1394
mentee_b6805544,4,mentor_69ef6a32,Надежда Петров,Kotlin Developer,3.4,0.8605,0.8605,False,skill,False,0.2636,0.2636,0.2636,0.0697
mentee_b6805544,5,mentor_7ee4537b,Антон Попов,Swift Developer,4.2,0.8488,0.8488,False,domain,False,0.2372,0.2636,0.1986,0.1494
mentee_61cf330e,1,mentor_f061e9b1,Вера Соловьёв,Software Engineer,4.6,0.7472,0.8966,True,rating,False,0.1594,0.1866,0.1411,0.2601
mentee_61cf330e,2,mentor_13adc44c,Александр Морозов,Backend Developer,5.0,0.882,0.882,False,rating,False,0.2125,0.1841,0.1979,0.2875
mentee_61cf330e,3,mentor_bb039843,Егор Козлов,Systems Architect,4.5,0.8178,0.8178,False,rating,False,0.2125,0.1808,0.1781,0.2464
mentee_61cf330e,4,mentor_29f33a59,Полина Волков,Backend Developer,3.8,0.7622,0.7622,False,exp,False,0.2125,0.1841,0.2151,0.1506
mentee_61cf330e,5,mentor_7b23c9f3,Кирилл Кузнецов,Backend Developer,3.5,0.7499,0.7499,False,exp,False,0.2125,0.1841,0.2437,0.1095
mentee_4c90e4ff,1,mentor_085cc4b3,Алина Фёдоров,Cloud Engineer,4.1,0.9335,0.9335,False,domain,False,0.175,0.325,0.3169,0.1167
mentee_4c90e4ff,2,mentor_2cf30255,Татьяна Борисов,Kubernetes Engineer,4.7,0.8732,0.8732,False,domain,False,0.15,0.325,0.2316,0.1667
mentee_4c90e4ff,3,mentor_d22db590,Григорий Иванов,SRE,3.6,0.8199,0.8199,False,domain,False,0.175,0.325,0.2449,0.075
mentee_4c90e4ff,4,mentor_f26cf500,Антон Егоров,CI/CD Engineer,4.4,0.7933,0.7933,False,domain,False,0.1432,0.325,0.1835,0.1417
mentee_4c90e4ff,5,mentor_5c79d322,Александр Козлов,Infrastructure Engineer,3.1,0.694,0.7773,True,domain,False,0.175,0.3218,0.1638,0.0333
mentee_353ad08e,1,mentor_e13c245d,Алина Морозов,Crypto Analyst,4.9,0.8943,0.8943,False,domain,False,0.1545,0.3182,0.2125,0.2091
mentee_353ad08e,2,mentor_cad81e83,Денис Кузнецов,Smart Contract Developer,4.6,0.7752,0.8915,True,domain,False,0.1545,0.3182,0.1133,0.1892
